0.000,0.268,1.222,2.028,1.747,0.928,0.358,0.481,0.945,0.283,0.233,0.820,1.042,0.563,0.795,0.574,0.637,0.678,0.701,0.634,1.155,0.526,0.797,0.795,0.995,0.990,0.960,0.746
0.268,0.000,0.261,1.024,0.763,0.637,0.406,0.677,0.969,0.306,0.198,0.578,0.778,0.434,0.634,0.452,0.395,0.438,0.458,0.430,1.011,0.404,0.685,0.664,0.836,0.828,0.849,0.356
1.222,0.261,0.000,0.142,0.754,0.483,0.426,0.585,0.903,0.409,0.192,0.293,0.681,0.263,0.651,0.810,0.271,0.329,0.412,0.482,1.085,0.425,0.679,0.722,0.739,0.840,1.008,0.766
2.028,1.024,0.142,0.000,0.123,0.499,0.304,0.466,0.732,0.603,0.190,0.379,0.529,0.424,0.715,0.940,0.419,0.436,0.343,0.595,1.113,0.475,0.720,0.796,0.765,0.848,0.921,0.701
1.747,0.763,0.754,0.123,0.000,0.216,0.530,0.393,0.587,0.643,0.380,0.588,0.561,0.719,0.750,0.948,0.572,0.678,0.623,0.838,1.152,0.532,0.801,0.997,1.029,0.992,0.862,0.910
0.928,0.637,0.483,0.499,0.216,0.000,0.163,0.399,0.777,0.416,0.452,0.414,0.471,0.289,0.641,0.743,0.289,0.374,0.276,0.556,0.824,0.334,0.412,0.647,0.732,0.781,0.731,0.798
0.358,0.406,0.426,0.304,0.530,0.163,0.000,0.267,0.984,0.448,0.403,0.458,0.608,0.527,0.440,0.604,0.545,0.553,0.713,0.646,1.119,0.557,0.727,0.819,1.042,0.985,1.025,0.836
0.481,0.677,0.585,0.466,0.393,0.399,0.267,0.000,0.397,0.686,0.508,0.590,0.969,0.630,0.613,0.454,0.591,0.611,0.814,0.605,1.300,0.610,0.825,0.762,0.960,0.944,0.982,0.600
0.945,0.969,0.903,0.732,0.587,0.777,0.984,0.397,0.000,0.323,0.777,0.870,1.260,0.689,0.657,0.676,0.774,0.583,0.989,0.743,1.399,0.750,0.873,0.775,1.027,1.050,1.353,1.155
0.283,0.306,0.409,0.603,0.643,0.416,0.448,0.686,0.323,0.000,0.292,0.611,0.899,0.615,0.466,0.389,0.450,0.480,0.674,0.604,1.234,0.587,0.671,0.618,0.763,0.895,0.957,0.692
0.233,0.198,0.192,0.190,0.380,0.452,0.403,0.508,0.777,0.292,0.000,0.222,0.664,0.460,0.733,0.696,0.251,0.280,0.306,0.343,0.887,0.428,0.536,0.463,0.600,0.705,0.691,0.548
