0.000,0.281,1.199,0.910,0.683,0.890,0.594,0.415,0.770,0.298,0.413,0.349,0.243,0.390,0.366,0.305,0.325,0.268,0.317,0.428,0.367,0.206,0.343,0.361
0.281,0.000,0.159,1.254,0.439,0.955,0.361,0.403,0.661,0.390,0.462,0.327,0.196,0.399,0.370,0.242,0.307,0.284,0.312,0.291,0.325,0.175,0.288,0.270
1.199,0.159,0.000,0.156,0.273,0.193,0.236,0.266,0.280,0.242,0.237,0.211,0.168,0.253,0.230,0.168,0.263,0.238,0.125,0.143,0.240,0.204,0.212,0.146
0.910,1.254,0.156,0.000,0.193,1.452,0.536,0.825,0.453,0.449,0.532,0.257,0.215,0.462,0.235,0.252,0.261,0.189,0.302,0.358,0.309,0.326,0.300,0.400
0.683,0.439,0.273,0.193,0.000,0.253,0.683,0.354,0.294,0.314,0.280,0.280,0.181,0.305,0.263,0.215,0.337,0.258,0.282,0.238,0.307,0.238,0.362,0.252
0.890,0.955,0.193,1.452,0.253,0.000,0.239,1.108,0.751,0.473,0.467,0.658,0.203,0.261,0.354,0.267,0.393,0.279,0.294,0.232,0.362,0.230,0.249,0.280
0.594,0.361,0.236,0.536,0.683,0.239,0.000,0.199,0.536,0.251,0.290,0.463,0.163,0.256,0.284,0.255,0.315,0.317,0.202,0.234,0.280,0.279,0.310,0.288
0.415,0.403,0.266,0.825,0.354,1.108,0.199,0.000,0.303,1.260,0.886,0.546,0.398,0.508,0.320,0.291,0.510,0.211,0.409,0.195,0.398,0.375,0.335,0.457
0.770,0.661,0.280,0.453,0.294,0.751,0.536,0.303,0.000,0.254,1.242,0.996,0.222,0.623,0.582,0.275,0.459,0.268,0.414,0.234,0.375,0.205,0.396,0.302
0.298,0.390,0.242,0.449,0.314,0.473,0.251,1.260,0.254,0.000,0.345,0.870,0.389,0.273,0.416,0.317,0.444,0.284,0.267,0.299,0.326,0.252,0.343,0.487
0.413,0.462,0.237,0.532,0.280,0.467,0.290,0.886,1.242,0.345,0.000,0.322,0.215,0.229,0.157,0.267,0.528,0.241,0.306,0.253,0.328,0.277,0.246,0.275
0.349,0.327,0.211,0.257,0.280,0.658,0.463,0.546,0.996,0.870,0.322,0.000,0.219,0.480,0.385,0.280,0.369,0.268,0.439,0.295,0.356,0.379,0.424,0.361
0.243,0.196,0.168,0.215,0.181,0.203,0.163,0.398,0.222,0.389,0.215,0.219,0.000,0.158,0.330,0.254,0.460,0.160,0.273,0.140,0.306,0.212,0.304,0.277
0.390,0.399,0.253,0.462,0.305,0.261,0.256,0.508,0.623,0.273,0.229,0.480,0.158,0.000,0.212,0.557,0.698,0.329,0.498,0.333,0.402,0.248,0.256,0.360
0.366,0.370,0.230,0.235,0.263,0.354,0.284,0.320,0.582,0.416,0.157,0.385,0.330,0.212,0.000,0.306,0.879,0.224,0.563,0.592,0.481,0.323,0.354,0.392
0.305,0.242,0.168,0.252,0.215,0.267,0.255,0.291,0.275,0.317,0.267,0.280,0.254,0.557,0.306,0.000,0.195,0.470,0.282,0.328,0.213,0.209,0.362,0.373
0.325,0.307,0.263,0.261,0.337,0.393,0.315,0.510,0.459,0.444,0.528,0.369,0.460,0.698,0.879,0.195,0.000,0.131,1.134,0.384,0.510,0.358,0.364,0.629
0.268,0.284,0.238,0.189,0.258,0.279,0.317,0.211,0.268,0.284,0.241,0.268,0.160,0.329,0.224,0.470,0.131,0.000,0.230,0.928,0.197,0.433,0.327,0.386
0.317,0.312,0.125,0.302,0.282,0.294,0.202,0.409,0.414,0.267,0.306,0.439,0.273,0.498,0.563,0.282,1.134,0.230,0.000,0.227,0.977,0.532,0.298,0.987
0.428,0.291,0.143,0.358,0.238,0.232,0.234,0.195,0.234,0.299,0.253,0.295,0.140,0.333,0.592,0.328,0.384,0.928,0.227,0.000,0.404,0.484,0.307,0.290
0.367,0.325,0.240,0.309,0.307,0.362,0.280,0.398,0.375,0.326,0.328,0.356,0.306,0.402,0.481,0.213,0.510,0.197,0.977,0.404,0.000,0.153,0.795,1.099
0.206,0.175,0.204,0.326,0.238,0.230,0.279,0.375,0.205,0.252,0.277,0.379,0.212,0.248,0.323,0.209,0.358,0.433,0.532,0.484,0.153,0.000,0.151,1.029
0.343,0.288,0.212,0.300,0.362,0.249,0.310,0.335,0.396,0.343,0.246,0.424,0.304,0.256,0.354,0.362,0.364,0.327,0.298,0.307,0.795,0.151,0.000,0.189
0.361,0.270,0.146,0.400,0.252,0.280,0.288,0.457,0.302,0.487,0.275,0.361,0.277,0.360,0.392,0.373,0.629,0.386,0.987,0.290,1.099,1.029,0.189,0.000
