pdb_id,seed,is_blind_winner,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode
1D0R,0,False,28,4.973719779975538,6.570900465343318,7.833506815360511,0.07556999870715753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7608695652173914,0.27586206896551724,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,62.36,0
1D0R,1,True,28,7.828095146822857,8.467887555111224,8.853560476650445,0.04291340245397752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.0,0,0,0.5217391304347826,0.603448275862069,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,63.45,0
1D0R,2,False,28,3.8042256045668,5.814977903427813,7.368491509209574,0.11812941977846204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.6956521739130435,0.4224137931034483,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,59.19,0
1D0R,3,False,28,3.988889140230423,5.475639300808824,6.585160961234801,0.10636415545992708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7608695652173914,0.33620689655172414,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,70.31,0
1D0R,4,False,28,4.326197649993351,6.064843194147671,7.3444252429495185,0.0968437704972047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7608695652173914,0.325,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,62.19,0
1D0R,5,False,28,3.654458071644505,5.316577346418416,6.262954432122837,0.19009055703083125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7608695652173914,0.39166666666666666,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,64.53,0
1D0R,6,False,28,4.560935233972086,6.453769309384037,7.742643217770879,0.08629622084140223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7391304347826085,0.35833333333333334,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,60.7,0
1D0R,7,False,28,4.1279445862465955,5.015868157295006,5.937815417618506,0.0963729853950531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.782608695652174,0.33620689655172414,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,60.06,0
1D0R,8,False,28,4.24492187841471,5.495765697773031,6.448173321782863,0.09722441293871266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.6956521739130435,0.3706896551724138,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,62.75,0
1D0R,9,False,28,3.99676814416769,6.130286155775686,7.609850871042955,0.12435914621094325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.717391304347826,0.33620689655172414,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,58.59,0
