0.000,0.384,1.166,1.020,1.121,0.553,0.937,1.064,0.561,0.576,1.282,1.557,1.648,2.198,2.227,2.267,2.265,1.800,1.908,2.445,3.211,2.902,4.315,4.992,5.139,6.586,5.761,6.991
0.384,0.000,0.258,1.133,1.027,0.848,1.158,1.040,0.662,0.307,0.882,1.522,1.263,2.281,2.152,1.819,1.665,1.059,1.805,2.423,3.395,3.149,4.670,5.111,5.418,6.853,6.202,7.497
1.166,0.258,0.000,0.189,0.998,0.720,0.916,1.047,0.959,0.934,0.716,1.041,0.902,1.870,1.866,1.558,1.339,0.809,1.717,2.225,3.155,2.836,4.304,4.581,5.008,6.244,5.793,7.077
1.020,1.133,0.189,0.000,0.208,0.331,0.965,0.891,1.058,1.325,1.575,1.801,1.375,2.288,2.409,1.978,2.028,1.793,2.812,3.259,4.019,3.663,5.194,5.569,5.764,7.091,6.514,7.696
1.121,1.027,0.998,0.208,0.000,0.137,0.776,0.726,0.872,1.089,1.223,1.362,0.894,1.567,1.988,1.381,1.647,1.867,2.996,3.454,4.011,3.557,5.127,5.600,5.604,7.043,6.193,7.342
0.553,0.848,0.720,0.331,0.137,0.000,0.098,0.732,0.802,1.273,0.930,1.379,1.008,1.314,1.954,1.405,1.757,2.214,3.341,3.851,4.254,3.848,5.457,5.977,5.933,7.423,6.468,7.566
0.937,1.158,0.916,0.965,0.776,0.098,0.000,0.406,0.915,1.141,1.315,1.291,0.770,0.986,1.620,1.268,1.853,2.560,3.382,3.764,4.073,3.483,4.924,5.373,5.406,6.695,5.841,6.883
1.064,1.040,1.047,0.891,0.726,0.732,0.406,0.000,0.236,1.279,1.045,0.879,0.698,0.650,1.414,0.954,1.471,2.069,3.120,3.647,4.002,3.480,5.129,5.709,5.658,7.104,6.023,7.013
0.561,0.662,0.959,1.058,0.872,0.802,0.915,0.236,0.000,0.338,1.692,1.225,0.979,0.793,1.299,0.724,0.836,1.435,2.310,3.093,3.603,3.261,4.989,5.581,5.740,7.325,6.252,7.356
0.576,0.307,0.934,1.325,1.089,1.273,1.141,1.279,0.338,0.000,0.326,1.463,0.953,1.232,1.745,1.211,1.101,0.842,1.977,2.583,3.366,2.943,4.511,4.883,5.126,6.457,5.551,6.532
1.282,0.882,0.716,1.575,1.223,0.930,1.315,1.045,1.692,0.326,0.000,0.336,1.157,0.675,1.013,0.790,0.612,0.471,1.095,1.753,2.597,1.897,3.314,3.606,3.972,5.109,4.386,5.386
1.557,1.522,1.041,1.801,1.362,1.379,1.291,0.879,1.225,1.463,0.336,0.000,0.286,1.066,1.071,0.712,1.084,1.531,1.838,2.543,3.233,2.707,4.152,4.379,4.824,6.130,5.466,6.708
1.648,1.263,0.902,1.375,0.894,1.008,0.770,0.698,0.979,0.953,1.157,0.286,0.000,0.248,0.831,0.479,0.749,1.067,1.463,2.346,3.173,2.838,4.418,4.702,5.313,6.742,5.996,7.197
2.198,2.281,1.870,2.288,1.567,1.314,0.986,0.650,0.793,1.232,0.675,1.066,0.248,0.000,0.218,0.576,0.940,1.448,0.949,1.445,1.928,1.410,2.759,2.987,3.826,4.956,4.601,5.893
2.227,2.152,1.866,2.409,1.988,1.954,1.620,1.414,1.299,1.745,1.013,1.071,0.831,0.218,0.000,0.262,0.706,0.800,0.747,1.401,1.996,1.560,2.758,2.870,3.630,4.574,4.141,4.965
2.267,1.819,1.558,1.978,1.381,1.405,1.268,0.954,0.724,1.211,0.790,0.712,0.479,0.576,0.262,0.000,0.320,0.908,0.647,1.451,2.372,1.684,2.539,2.779,3.833,4.496,4.042,4.501
2.265,1.665,1.339,2.028,1.647,1.757,1.853,1.471,0.836,1.101,0.612,1.084,0.749,0.940,0.706,0.320,0.000,0.323,0.587,1.257,2.314,1.206,1.631,2.007,2.774,3.405,2.453,2.781
1.800,1.059,0.809,1.793,1.867,2.214,2.560,2.069,1.435,0.842,0.471,1.531,1.067,1.448,0.800,0.908,0.323,0.000,0.177,0.970,1.630,0.768,0.931,1.597,1.795,2.401,1.029,1.121
1.908,1.805,1.717,2.812,2.996,3.341,3.382,3.120,2.310,1.977,1.095,1.838,1.463,0.949,0.747,0.647,0.587,0.177,0.000,0.290,0.991,0.965,0.704,1.328,1.265,1.998,0.244,0.601
2.445,2.423,2.225,3.259,3.454,3.851,3.764,3.647,3.093,2.583,1.753,2.543,2.346,1.445,1.401,1.451,1.257,0.970,0.290,0.000,0.400,1.166,0.767,1.094,0.874,1.443,0.614,0.664
3.211,3.395,3.155,4.019,4.011,4.254,4.073,4.002,3.603,3.366,2.597,3.233,3.173,1.928,1.996,2.372,2.314,1.630,0.991,0.400,0.000,0.324,0.992,1.109,0.906,1.011,0.858,0.842
2.902,3.149,2.836,3.663,3.557,3.848,3.483,3.480,3.261,2.943,1.897,2.707,2.838,1.410,1.560,1.684,1.206,0.768,0.965,1.166,0.324,0.000,0.231,1.220,1.841,2.243,1.145,1.538
4.315,4.670,4.304,5.194,5.127,5.457,4.924,5.129,4.989,4.511,3.314,4.152,4.418,2.759,2.758,2.539,1.631,0.931,0.704,0.767,0.992,0.231,0.000,0.427,1.189,1.945,0.732,0.958
4.992,5.111,4.581,5.569,5.600,5.977,5.373,5.709,5.581,4.883,3.606,4.379,4.702,2.987,2.870,2.779,2.007,1.597,1.328,1.094,1.109,1.220,0.427,0.000,0.232,1.104,0.897,1.045
5.139,5.418,5.008,5.764,5.604,5.933,5.406,5.658,5.740,5.126,3.972,4.824,5.313,3.826,3.630,3.833,2.774,1.795,1.265,0.874,0.906,1.841,1.189,0.232,0.000,0.138,0.918,1.169
6.586,6.853,6.244,7.091,7.043,7.423,6.695,7.104,7.325,6.457,5.109,6.130,6.742,4.956,4.574,4.496,3.405,2.401,1.998,1.443,1.011,2.243,1.945,1.104,0.138,0.000,0.457,0.993
5.761,6.202,5.793,6.514,6.193,6.468,5.841,6.023,6.252,5.551,4.386,5.466,5.996,4.601,4.141,4.042,2.453,1.029,0.244,0.614,0.858,1.145,0.732,0.897,0.918,0.457,0.000,0.174
6.991,7.497,7.077,7.696,7.342,7.566,6.883,7.013,7.356,6.532,5.386,6.708,7.197,5.893,4.965,4.501,2.781,1.121,0.601,0.664,0.842,1.538,0.958,1.045,1.169,0.993,0.174,0.000
