0.000,0.264,1.118,1.096,1.268,1.212,0.817,1.572,2.081,2.085,1.514,1.150,0.652,1.121,1.082,0.496,0.757,0.539,1.224,1.052,1.332,0.920,0.814,1.259,0.674,0.537,0.804,1.428,1.234,0.586,0.520,0.538,0.927,0.929,0.973,1.188,0.924,0.820,0.787,0.741
0.264,0.000,0.568,0.726,0.761,0.844,0.798,0.947,1.322,1.007,1.184,1.128,0.739,1.152,1.418,0.689,0.810,0.549,1.073,0.997,1.214,1.008,0.723,1.028,0.732,0.713,0.667,1.117,1.038,0.429,0.505,0.491,0.971,0.924,1.291,1.354,1.167,1.028,1.075,1.021
1.118,0.568,0.000,0.300,1.544,0.854,0.789,0.787,1.374,1.412,1.926,1.290,1.380,1.354,1.580,1.449,1.893,1.654,2.000,1.846,1.504,1.516,1.427,1.864,1.627,1.398,1.307,1.784,1.660,1.555,1.403,1.474,1.424,1.535,1.779,1.716,1.497,1.453,1.487,1.386
1.096,0.726,0.300,0.000,0.285,0.835,0.362,0.465,0.621,0.543,0.872,0.543,0.536,0.722,0.961,0.526,0.628,0.418,0.558,0.450,0.367,0.556,0.361,0.491,0.324,0.413,0.305,0.756,0.593,0.374,0.454,0.452,0.645,0.640,0.990,0.989,0.857,0.714,0.809,0.719
1.268,0.761,1.544,0.285,0.000,0.284,0.379,0.886,0.820,0.970,0.870,0.401,0.529,0.445,0.624,0.627,0.994,0.552,0.881,0.799,0.614,0.609,0.512,0.795,0.606,0.433,0.350,0.812,0.669,0.408,0.408,0.450,0.648,0.585,1.076,0.923,0.848,0.614,0.694,0.655
1.212,0.844,0.854,0.835,0.284,0.000,0.119,1.382,1.096,1.015,0.922,0.373,0.506,0.405,0.668,0.567,0.814,0.427,0.701,0.633,0.533,0.508,0.523,0.628,0.461,0.383,0.402,0.883,0.702,0.494,0.406,0.428,0.495,0.456,0.887,0.711,0.644,0.501,0.516,0.522
0.817,0.798,0.789,0.362,0.379,0.119,0.000,0.109,0.766,0.757,0.766,0.260,0.315,0.371,0.567,0.431,0.659,0.355,0.608,0.655,0.402,0.418,0.333,0.639,0.362,0.271,0.258,0.751,0.607,0.333,0.315,0.345,0.484,0.446,0.856,0.747,0.664,0.503,0.511,0.456
1.572,0.947,0.787,0.465,0.886,1.382,0.109,0.000,0.155,0.355,0.526,0.412,0.515,0.484,0.648,0.500,0.693,0.426,0.544,0.651,0.590,0.499,0.507,0.724,0.422,0.265,0.362,0.937,0.664,0.442,0.459,0.446,0.484,0.470,0.710,0.672,0.731,0.615,0.734,0.710
2.081,1.322,1.374,0.621,0.820,1.096,0.766,0.155,0.000,0.485,0.450,0.417,0.468,0.798,0.778,0.654,0.695,0.440,0.667,0.591,0.608,0.603,0.550,0.729,0.457,0.327,0.368,0.918,0.649,0.390,0.415,0.385,0.590,0.522,0.784,0.805,0.787,0.671,0.672,0.640
2.085,1.007,1.412,0.543,0.970,1.015,0.757,0.355,0.485,0.000,0.315,0.755,0.550,1.266,1.161,1.170,1.120,0.696,1.256,1.174,1.026,1.050,0.717,1.174,0.830,0.426,0.733,1.227,1.045,0.591,0.714,0.685,1.004,0.944,1.212,1.310,1.269,1.102,1.105,1.050
