0.000,0.416,1.500,2.041,1.279,2.185,2.136,1.452,1.202,1.016,2.690,2.856,3.266,3.591,4.632,4.459,4.658,5.156,6.148,6.583,6.622,7.073,7.815,8.006,8.288,8.430,9.223
0.416,0.000,0.695,1.631,1.119,1.574,1.835,1.329,1.414,0.480,1.473,1.844,1.673,2.979,2.827,3.730,4.170,4.814,5.992,6.448,6.528,6.519,7.309,7.512,7.618,7.876,8.618
1.500,0.695,0.000,0.290,1.944,1.370,1.054,1.425,1.542,1.661,1.385,1.339,1.541,1.777,3.120,3.024,4.399,4.835,6.032,6.374,6.504,6.245,7.045,7.430,7.333,7.221,7.647
2.041,1.631,0.290,0.000,0.456,1.574,1.790,1.422,1.204,0.996,1.260,1.175,1.504,2.503,2.693,3.517,4.216,4.621,6.049,6.481,6.856,6.624,7.364,7.549,7.486,7.582,8.178
1.279,1.119,1.944,0.456,0.000,0.465,1.432,0.780,0.595,1.493,1.867,2.183,2.321,2.411,3.207,4.018,5.096,5.489,6.215,6.733,6.743,6.549,7.182,7.794,7.621,7.914,8.024
2.185,1.574,1.370,1.574,0.465,0.000,0.190,0.950,0.587,2.002,2.939,2.642,3.023,3.295,4.292,5.115,5.945,5.764,6.559,6.768,6.983,6.725,7.002,7.998,7.615,7.592,7.702
2.136,1.835,1.054,1.790,1.432,0.190,0.000,0.436,1.017,1.429,2.145,1.938,2.045,2.633,3.581,4.176,5.347,5.824,6.458,6.853,6.798,6.588,7.226,8.105,7.936,7.828,8.111
1.452,1.329,1.425,1.422,0.780,0.950,0.436,0.000,0.205,1.319,1.404,1.550,1.046,2.043,2.345,3.277,4.051,4.595,4.529,5.298,5.223,5.040,5.882,6.716,7.017,6.774,6.904
1.202,1.414,1.542,1.204,0.595,0.587,1.017,0.205,0.000,0.180,1.431,0.558,1.369,2.029,1.839,2.863,3.741,4.070,4.397,5.442,4.785,4.675,5.877,6.893,7.014,6.843,7.080
1.016,0.480,1.661,0.996,1.493,2.002,1.429,1.319,0.180,0.000,0.235,1.210,0.943,1.697,1.568,2.154,3.333,4.029,4.134,5.041,4.593,4.577,5.713,6.630,6.898,6.585,6.650
2.690,1.473,1.385,1.260,1.867,2.939,2.145,1.404,1.431,0.235,0.000,0.483,1.128,1.819,1.674,1.850,2.537,3.126,3.373,4.144,3.798,3.690,4.692,4.930,4.993,4.947,5.225
2.856,1.844,1.339,1.175,2.183,2.642,1.938,1.550,0.558,1.210,0.483,0.000,0.651,1.399,1.958,1.269,2.261,2.837,2.626,3.371,3.325,3.060,4.300,4.310,3.944,4.048,4.299
3.266,1.673,1.541,1.504,2.321,3.023,2.045,1.046,1.369,0.943,1.128,0.651,0.000,0.892,1.719,1.326,1.933,2.700,2.821,3.857,2.925,3.008,3.745,3.833,3.389,3.301,3.837
3.591,2.979,1.777,2.503,2.411,3.295,2.633,2.043,2.029,1.697,1.819,1.399,0.892,0.000,0.492,1.745,1.360,2.586,1.642,2.277,1.427,1.683,1.832,1.882,2.024,2.445,2.846
4.632,2.827,3.120,2.693,3.207,4.292,3.581,2.345,1.839,1.568,1.674,1.958,1.719,0.492,0.000,0.686,1.331,1.761,1.118,1.836,1.358,1.474,1.466,1.840,2.231,1.904,2.360
4.459,3.730,3.024,3.517,4.018,5.115,4.176,3.277,2.863,2.154,1.850,1.269,1.326,1.745,0.686,0.000,0.778,1.650,1.085,2.014,1.993,1.980,2.230,1.739,2.219,2.717,2.906
4.658,4.170,4.399,4.216,5.096,5.945,5.347,4.051,3.741,3.333,2.537,2.261,1.933,1.360,1.331,0.778,0.000,0.836,1.535,1.796,1.367,1.264,1.887,1.501,1.668,2.446,2.197
5.156,4.814,4.835,4.621,5.489,5.764,5.824,4.595,4.070,4.029,3.126,2.837,2.700,2.586,1.761,1.650,0.836,0.000,0.331,0.716,0.756,0.371,1.846,1.147,1.691,1.849,1.235
6.148,5.992,6.032,6.049,6.215,6.559,6.458,4.529,4.397,4.134,3.373,2.626,2.821,1.642,1.118,1.085,1.535,0.331,0.000,0.185,1.294,0.381,1.314,1.478,1.460,1.563,0.866
6.583,6.448,6.374,6.481,6.733,6.768,6.853,5.298,5.442,5.041,4.144,3.371,3.857,2.277,1.836,2.014,1.796,0.716,0.185,0.000,0.126,1.180,1.302,2.294,2.047,1.920,1.962
6.622,6.528,6.504,6.856,6.743,6.983,6.798,5.223,4.785,4.593,3.798,3.325,2.925,1.427,1.358,1.993,1.367,0.756,1.294,0.126,0.000,0.129,0.900,0.699,0.611,1.440,1.205
7.073,6.519,6.245,6.624,6.549,6.725,6.588,5.040,4.675,4.577,3.690,3.060,3.008,1.683,1.474,1.980,1.264,0.371,0.381,1.180,0.129,0.000,0.149,1.164,0.957,1.241,1.045
7.815,7.309,7.045,7.364,7.182,7.002,7.226,5.882,5.877,5.713,4.692,4.300,3.745,1.832,1.466,2.230,1.887,1.846,1.314,1.302,0.900,0.149,0.000,0.182,0.930,1.038,1.103
8.006,7.512,7.430,7.549,7.794,7.998,8.105,6.716,6.893,6.630,4.930,4.310,3.833,1.882,1.840,1.739,1.501,1.147,1.478,2.294,0.699,1.164,0.182,0.000,0.259,0.830,1.300
8.288,7.618,7.333,7.486,7.621,7.615,7.936,7.017,7.014,6.898,4.993,3.944,3.389,2.024,2.231,2.219,1.668,1.691,1.460,2.047,0.611,0.957,0.930,0.259,0.000,0.326,0.586
8.430,7.876,7.221,7.582,7.914,7.592,7.828,6.774,6.843,6.585,4.947,4.048,3.301,2.445,1.904,2.717,2.446,1.849,1.563,1.920,1.440,1.241,1.038,0.830,0.326,0.000,0.133
9.223,8.618,7.647,8.178,8.024,7.702,8.111,6.904,7.080,6.650,5.225,4.299,3.837,2.846,2.360,2.906,2.197,1.235,0.866,1.962,1.205,1.045,1.103,1.300,0.586,0.133,0.000
