0.000,0.293,1.239,0.969,0.607,0.475,0.424,0.858,0.497,0.185,0.297,0.538,0.559,0.335,0.434,0.359,0.448,0.393,0.156,0.488,0.612,0.441,0.255,0.594,0.585,0.413,0.514,0.634
0.293,0.000,0.305,1.041,0.547,0.527,0.956,0.514,0.780,0.320,0.318,0.783,0.797,0.333,0.656,0.439,0.504,0.302,0.191,0.285,0.541,0.574,0.310,0.539,0.654,0.416,0.350,0.481
1.239,0.305,0.000,0.257,0.707,0.830,0.660,0.827,0.890,0.369,0.118,0.307,0.500,0.109,0.284,0.360,0.423,0.254,0.115,0.299,0.411,0.488,0.253,0.464,0.514,0.387,0.486,0.486
0.969,1.041,0.257,0.000,0.164,0.355,0.321,0.828,0.742,0.478,0.188,0.456,0.499,0.154,0.399,0.549,0.408,0.228,0.290,0.328,0.271,0.373,0.269,0.401,0.404,0.314,0.293,0.272
0.607,0.547,0.707,0.164,0.000,0.111,0.774,0.986,0.450,0.350,0.401,0.585,0.202,0.169,0.265,0.434,0.337,0.138,0.189,0.354,0.116,0.193,0.174,0.306,0.220,0.208,0.346,0.222
0.475,0.527,0.830,0.355,0.111,0.000,0.346,1.016,0.985,0.427,0.288,0.408,0.653,0.129,0.379,0.647,0.441,0.182,0.282,0.369,0.207,0.275,0.186,0.331,0.361,0.236,0.334,0.250
0.424,0.956,0.660,0.321,0.774,0.346,0.000,0.163,1.257,0.410,0.510,0.177,0.187,0.207,0.215,0.403,0.072,0.212,0.150,0.172,0.285,0.364,0.236,0.318,0.380,0.294,0.293,0.245
0.858,0.514,0.827,0.828,0.986,1.016,0.163,0.000,0.238,0.992,0.545,0.984,0.354,0.348,0.564,0.467,0.395,0.179,0.232,0.347,0.172,0.304,0.306,0.249,0.244,0.248,0.431,0.253
0.497,0.780,0.890,0.742,0.450,0.985,1.257,0.238,0.000,0.092,1.054,0.869,0.634,0.343,0.345,0.332,0.344,0.177,0.213,0.413,0.225,0.237,0.176,0.287,0.229,0.180,0.427,0.340
0.185,0.320,0.369,0.478,0.350,0.427,0.410,0.992,0.092,0.000,0.257,0.651,0.654,0.345,0.569,0.600,0.527,0.253,0.303,0.399,0.274,0.267,0.191,0.285,0.244,0.177,0.329,0.235
0.297,0.318,0.118,0.188,0.401,0.288,0.510,0.545,1.054,0.257,0.000,0.157,0.765,0.248,0.561,0.498,0.160,0.222,0.154,0.214,0.230,0.387,0.261,0.314,0.395,0.324,0.386,0.197
0.538,0.783,0.307,0.456,0.585,0.408,0.177,0.984,0.869,0.651,0.157,0.000,0.264,0.352,1.058,0.836,0.766,0.371,0.309,0.509,0.434,0.320,0.269,0.297,0.344,0.208,0.343,0.280
0.559,0.797,0.500,0.499,0.202,0.653,0.187,0.354,0.634,0.654,0.765,0.264,0.000,0.235,1.244,0.613,0.482,0.316,0.321,0.321,0.354,0.436,0.269,0.223,0.147,0.213,0.382,0.269
0.335,0.333,0.109,0.154,0.169,0.129,0.207,0.348,0.343,0.345,0.248,0.352,0.235,0.000,0.228,0.923,0.550,0.199,0.162,0.289,0.263,0.327,0.213,0.287,0.240,0.239,0.362,0.300
0.434,0.656,0.284,0.399,0.265,0.379,0.215,0.564,0.345,0.569,0.561,1.058,1.244,0.228,0.000,0.417,1.162,0.285,0.197,0.256,0.432,0.208,0.223,0.264,0.438,0.247,0.309,0.194
0.359,0.439,0.360,0.549,0.434,0.647,0.403,0.467,0.332,0.600,0.498,0.836,0.613,0.923,0.417,0.000,0.321,0.724,0.406,0.934,0.626,0.462,0.229,0.340,0.488,0.223,0.539,0.410
0.448,0.504,0.423,0.408,0.337,0.441,0.072,0.395,0.344,0.527,0.160,0.766,0.482,0.550,1.162,0.321,0.000,0.125,0.479,0.622,0.397,0.855,0.457,0.355,0.346,0.371,0.560,0.337
0.393,0.302,0.254,0.228,0.138,0.182,0.212,0.179,0.177,0.253,0.222,0.371,0.316,0.199,0.285,0.724,0.125,0.000,0.182,0.411,0.135,0.424,0.114,0.313,0.088,0.105,0.295,0.200
0.156,0.191,0.115,0.290,0.189,0.282,0.150,0.232,0.213,0.303,0.154,0.309,0.321,0.162,0.197,0.406,0.479,0.182,0.000,0.275,0.937,0.744,0.357,0.239,0.420,0.271,0.376,0.198
0.488,0.285,0.299,0.328,0.354,0.369,0.172,0.347,0.413,0.399,0.214,0.509,0.321,0.289,0.256,0.934,0.622,0.411,0.275,0.000,0.219,0.709,0.441,0.600,0.218,0.368,0.822,0.310
0.612,0.541,0.411,0.271,0.116,0.207,0.285,0.172,0.225,0.274,0.230,0.434,0.354,0.263,0.432,0.626,0.397,0.135,0.937,0.219,0.000,0.152,0.923,0.743,0.267,0.474,0.386,0.216
0.441,0.574,0.488,0.373,0.193,0.275,0.364,0.304,0.237,0.267,0.387,0.320,0.436,0.327,0.208,0.462,0.855,0.424,0.744,0.709,0.152,0.000,0.270,0.498,1.075,0.233,0.305,0.478
0.255,0.310,0.253,0.269,0.174,0.186,0.236,0.306,0.176,0.191,0.261,0.269,0.269,0.213,0.223,0.229,0.457,0.114,0.357,0.441,0.923,0.270,0.000,0.306,0.543,0.189,0.396,0.695
0.594,0.539,0.464,0.401,0.306,0.331,0.318,0.249,0.287,0.285,0.314,0.297,0.223,0.287,0.264,0.340,0.355,0.313,0.239,0.600,0.743,0.498,0.306,0.000,0.136,0.573,0.498,0.811
0.585,0.654,0.514,0.404,0.220,0.361,0.380,0.244,0.229,0.244,0.395,0.344,0.147,0.240,0.438,0.488,0.346,0.088,0.420,0.218,0.267,1.075,0.543,0.136,0.000,0.225,1.647,1.488
0.413,0.416,0.387,0.314,0.208,0.236,0.294,0.248,0.180,0.177,0.324,0.208,0.213,0.239,0.247,0.223,0.371,0.105,0.271,0.368,0.474,0.233,0.189,0.573,0.225,0.000,0.133,1.102
0.514,0.350,0.486,0.293,0.346,0.334,0.293,0.431,0.427,0.329,0.386,0.343,0.382,0.362,0.309,0.539,0.560,0.295,0.376,0.822,0.386,0.305,0.396,0.498,1.647,0.133,0.000,0.327
0.634,0.481,0.486,0.272,0.222,0.250,0.245,0.253,0.340,0.235,0.197,0.280,0.269,0.300,0.194,0.410,0.337,0.200,0.198,0.310,0.216,0.478,0.695,0.811,1.488,1.102,0.327,0.000
