0.000,0.157,0.344,0.350,0.510,0.138,0.472,0.687,0.385,0.302,0.262,0.447,0.746,0.571,0.837,0.467,0.593,0.778,0.873,0.854,0.475,0.596,0.440,0.424,0.605,0.622,0.593,0.517,0.386,0.737,0.730,0.451,0.499,0.627,0.524,0.433,0.393
0.157,0.000,0.124,0.289,0.481,0.128,0.248,0.477,0.287,0.265,0.320,0.396,0.678,0.426,0.713,0.386,0.447,0.556,0.709,0.648,0.343,0.438,0.414,0.308,0.460,0.457,0.459,0.481,0.353,0.650,0.627,0.280,0.317,0.532,0.341,0.365,0.398
0.344,0.124,0.000,0.142,0.584,0.400,0.714,0.771,0.507,0.455,0.528,0.548,0.850,0.442,0.603,0.339,0.456,0.567,0.856,0.782,0.232,0.378,0.451,0.337,0.438,0.583,0.481,0.548,0.354,0.699,0.646,0.352,0.392,0.602,0.431,0.514,0.507
0.350,0.289,0.142,0.000,0.141,0.623,0.872,0.700,0.681,0.328,0.482,0.567,0.814,0.417,0.749,0.416,0.437,0.551,0.811,0.616,0.216,0.297,0.437,0.236,0.399,0.516,0.271,0.502,0.372,0.743,0.659,0.496,0.511,0.721,0.694,0.655,0.691
0.510,0.481,0.584,0.141,0.000,0.195,0.954,0.836,0.818,0.442,0.493,0.362,0.708,0.319,0.669,0.441,0.385,0.510,0.834,0.629,0.303,0.529,0.566,0.409,0.560,0.742,0.466,0.586,0.351,0.790,0.693,0.389,0.432,0.626,0.568,0.647,0.695
0.138,0.128,0.400,0.623,0.195,0.000,0.232,1.103,0.517,0.522,0.295,0.389,0.515,0.549,0.603,0.624,0.499,0.590,0.558,0.628,0.437,0.565,0.706,0.474,0.644,0.668,0.561,0.789,0.561,0.833,0.834,0.519,0.528,0.483,0.463,0.505,0.550
0.472,0.248,0.714,0.872,0.954,0.232,0.000,0.268,1.249,1.218,0.961,0.492,0.756,0.322,0.558,0.717,0.469,0.490,0.449,0.451,0.361,0.412,0.451,0.272,0.578,0.708,0.510,0.594,0.476,0.762,0.694,0.471,0.712,0.840,0.730,0.645,0.630
0.687,0.477,0.771,0.700,0.836,1.103,0.268,0.000,0.244,1.140,1.114,0.540,0.585,0.598,0.689,0.816,0.438,0.744,0.776,0.708,0.468,0.899,0.978,0.577,0.922,1.018,0.925,0.884,0.659,0.759,0.809,0.604,0.686,0.887,0.681,0.563,0.614
0.385,0.287,0.507,0.681,0.818,0.517,1.249,0.244,0.000,0.250,1.018,0.413,0.722,0.398,0.418,0.468,0.385,0.516,0.507,0.471,0.340,0.523,0.603,0.364,0.531,0.512,0.438,0.654,0.449,0.773,0.729,0.432,0.407,0.627,0.422,0.461,0.580
0.302,0.265,0.455,0.328,0.442,0.522,1.218,1.140,0.250,0.000,0.198,0.831,0.927,0.492,0.678,0.470,0.287,0.375,0.769,0.424,0.155,0.318,0.523,0.376,0.527,0.770,0.382,0.611,0.415,0.852,0.763,0.415,0.421,0.639,0.513,0.592,0.620
