0.000,0.450,1.863,2.021,1.296,1.546,2.091,1.789,0.815,0.376,1.337,1.025,1.292,1.299,3.803,3.923,4.912,5.145,6.134,6.707,6.697,6.581,7.668,7.938,7.274,7.866,8.397
0.450,0.000,0.330,1.404,1.056,1.074,2.042,1.861,1.130,0.909,0.639,0.524,0.972,1.345,3.744,3.392,4.846,5.098,6.012,6.801,6.907,6.711,7.966,8.264,7.414,8.064,8.491
1.863,0.330,0.000,0.644,0.702,1.214,2.204,2.268,1.450,0.812,0.970,0.548,0.599,0.686,2.993,2.348,4.155,4.833,5.742,6.900,7.222,6.732,8.175,8.476,7.589,8.104,8.418
2.021,1.404,0.644,0.000,0.446,0.710,1.384,1.333,0.746,0.732,0.902,0.492,0.601,1.240,3.078,1.767,3.642,4.176,5.094,6.345,6.573,6.027,7.471,7.921,6.838,7.542,7.644
1.296,1.056,0.702,0.446,0.000,0.256,0.729,0.769,0.893,1.043,1.404,1.417,1.729,2.135,3.284,2.877,4.632,5.120,6.184,7.328,7.356,6.827,8.223,8.686,7.503,8.168,8.051
1.546,1.074,1.214,0.710,0.256,0.000,0.769,0.752,0.487,0.794,0.921,1.381,1.612,2.273,3.065,2.394,4.117,4.407,5.293,6.425,6.429,6.033,7.304,7.702,6.511,7.259,6.953
2.091,2.042,2.204,1.384,0.729,0.769,0.000,0.731,0.864,0.473,0.835,1.108,1.422,1.705,2.655,2.446,4.151,4.426,5.324,6.293,5.951,5.675,6.807,7.196,6.104,6.832,6.539
1.789,1.861,2.268,1.333,0.769,0.752,0.731,0.000,0.237,0.693,0.683,1.256,1.690,1.811,2.423,2.718,4.201,4.564,5.533,6.225,5.633,5.359,6.225,6.751,5.664,6.309,6.012
0.815,1.130,1.450,0.746,0.893,0.487,0.864,0.237,0.000,0.364,0.821,0.876,0.972,1.309,2.215,2.142,3.703,4.053,4.761,5.723,5.026,4.691,5.507,5.982,4.965,5.419,5.240
0.376,0.909,0.812,0.732,1.043,0.794,0.473,0.693,0.364,0.000,0.437,1.209,0.732,0.943,2.379,2.238,3.852,4.326,5.142,6.087,5.401,5.160,6.044,6.338,5.489,5.929,5.986
