0.000,0.533,1.195,1.163,0.993,0.870,0.974,0.923,1.170,0.763,0.558,0.763,0.621,0.861,0.647,0.871,0.530,0.697,0.503,0.467,0.377,0.577,0.352,0.337,0.532,0.495,0.448,0.450,0.458,0.379,0.388,0.569,0.333,0.253,0.330,0.371,0.186,0.238,0.327,0.366
0.533,0.000,0.520,1.333,1.316,1.504,1.510,1.166,1.282,0.899,0.655,0.702,0.421,1.287,0.623,0.818,0.626,0.775,0.411,0.426,0.412,0.777,0.415,0.538,0.674,0.667,0.564,0.591,0.665,0.541,0.472,0.597,0.436,0.366,0.443,0.507,0.399,0.400,0.383,0.330
1.195,0.520,0.000,0.352,1.203,1.535,1.210,0.976,0.893,0.381,0.385,0.555,0.215,0.513,0.305,0.564,0.262,0.306,0.241,0.249,0.281,0.408,0.249,0.275,0.348,0.393,0.330,0.313,0.368,0.285,0.255,0.369,0.370,0.230,0.295,0.347,0.297,0.263,0.340,0.173
1.163,1.333,0.352,0.000,0.727,1.390,1.035,1.475,1.121,0.574,0.679,0.352,0.299,0.584,0.274,0.135,0.235,0.395,0.199,0.289,0.332,0.451,0.303,0.316,0.360,0.394,0.407,0.313,0.366,0.383,0.197,0.251,0.348,0.170,0.207,0.251,0.273,0.279,0.425,0.284
0.993,1.316,1.203,0.727,0.000,0.316,1.042,1.102,0.884,0.562,0.367,0.459,0.515,0.730,0.375,0.420,0.307,0.448,0.401,0.380,0.579,0.404,0.462,0.204,0.269,0.299,0.553,0.325,0.429,0.231,0.367,0.500,0.617,0.437,0.409,0.485,0.572,0.563,0.720,0.516
0.870,1.504,1.535,1.390,0.316,0.000,0.462,1.683,0.773,1.140,0.690,0.787,0.594,1.142,0.532,0.567,0.543,0.675,0.609,0.342,0.432,0.275,0.347,0.254,0.305,0.249,0.579,0.318,0.316,0.243,0.280,0.437,0.517,0.422,0.429,0.424,0.575,0.521,0.765,0.467
0.974,1.510,1.210,1.035,1.042,0.462,0.000,0.435,0.653,1.181,0.800,0.464,0.643,0.911,0.548,0.264,0.244,0.436,0.290,0.502,0.507,0.480,0.390,0.431,0.373,0.474,0.480,0.328,0.444,0.430,0.276,0.391,0.438,0.242,0.269,0.414,0.358,0.322,0.487,0.308
0.923,1.166,0.976,1.475,1.102,1.683,0.435,0.000,0.257,0.560,0.877,0.486,0.758,0.987,0.316,0.425,0.370,0.780,0.315,0.505,0.633,0.703,0.490,0.440,0.415,0.597,0.490,0.361,0.537,0.491,0.249,0.361,0.438,0.266,0.299,0.381,0.449,0.457,0.794,0.493
1.170,1.282,0.893,1.121,0.884,0.773,0.653,0.257,0.000,0.674,0.864,0.455,0.936,0.867,0.294,0.582,0.411,0.736,0.373,0.636,0.738,0.724,0.566,0.402,0.460,0.601,0.484,0.340,0.464,0.466,0.263,0.314,0.441,0.288,0.256,0.323,0.437,0.419,0.817,0.496
0.763,0.899,0.381,0.574,0.562,1.140,1.181,0.560,0.674,0.000,0.378,0.643,0.655,0.907,0.196,0.445,0.467,0.822,0.472,0.350,0.609,0.493,0.471,0.299,0.414,0.471,0.393,0.298,0.304,0.396,0.197,0.289,0.493,0.323,0.218,0.318,0.433,0.397,0.758,0.484
