0.000,0.228,1.082,0.576,0.529,0.715,0.361,0.438,0.578,0.256,0.499,0.860,0.882,0.608,0.745,0.496,0.343,0.511,0.408,0.615,3.387,0.906,2.484,3.351,3.264,4.147,5.620,4.039
0.228,0.000,0.389,1.020,0.944,0.625,0.682,0.588,0.635,0.278,0.320,0.567,0.974,0.394,0.539,0.561,0.241,0.409,0.264,0.382,2.922,0.546,1.896,2.539,2.557,3.573,5.078,3.379
1.082,0.389,0.000,0.578,1.183,0.926,0.653,0.803,1.023,0.545,0.252,0.513,0.910,0.443,0.780,0.910,0.474,0.417,0.373,0.525,3.043,0.655,2.236,3.122,2.922,3.823,5.334,3.789
0.576,1.020,0.578,0.000,0.458,0.620,0.456,0.632,0.818,0.421,0.650,0.820,0.895,0.673,0.740,0.698,0.515,0.612,0.433,0.563,3.372,1.024,2.425,3.197,3.254,4.136,5.534,3.893
0.529,0.944,1.183,0.458,0.000,0.220,0.843,0.590,0.695,0.689,1.072,1.314,0.553,1.060,0.908,0.717,0.824,0.965,0.965,1.179,3.941,1.345,3.004,3.823,3.792,4.648,6.099,4.472
0.715,0.625,0.926,0.620,0.220,0.000,0.214,0.823,0.582,0.212,0.399,0.701,0.627,0.254,0.419,0.628,0.253,0.293,0.265,0.427,3.024,0.464,1.946,2.537,2.592,3.622,5.104,3.384
0.361,0.682,0.653,0.456,0.843,0.214,0.000,0.171,1.554,0.568,0.459,0.619,0.475,0.516,0.406,0.588,0.325,0.408,0.386,0.375,3.213,0.701,2.057,2.524,2.784,3.802,5.137,3.382
0.438,0.588,0.803,0.632,0.590,0.823,0.171,0.000,0.165,0.212,0.458,1.041,0.834,0.710,0.865,0.562,0.769,0.813,0.613,0.624,3.520,0.820,2.305,2.564,2.836,3.987,5.391,3.573
0.578,0.635,1.023,0.818,0.695,0.582,1.554,0.165,0.000,0.158,1.410,0.546,0.893,0.552,0.624,0.875,0.540,0.684,0.615,0.464,3.133,0.433,1.965,2.272,2.335,3.476,4.985,3.308
0.256,0.278,0.545,0.421,0.689,0.212,0.568,0.212,0.158,0.000,0.339,0.925,0.620,0.389,0.564,0.630,0.238,0.407,0.275,0.420,3.177,0.572,2.103,2.534,2.605,3.697,5.234,3.471
