0.000,0.223,1.687,1.632,2.312,1.627,1.672,1.743,2.358,1.179,1.985,1.533,0.288,0.660,0.869,0.455,0.623,0.577,0.541,0.606,1.063,0.355,0.811,1.084,0.809,0.384,0.903,0.848,0.520,0.369,0.306,0.349,0.418,0.608,0.700,0.787,0.917,0.931,0.792,1.042
0.223,0.000,0.203,0.414,0.221,1.290,0.339,0.218,1.204,0.344,1.593,0.940,0.508,0.673,0.583,0.396,0.788,0.304,0.416,0.597,1.023,0.274,0.531,0.846,0.557,0.249,0.544,0.562,0.466,0.397,0.277,0.360,0.445,0.605,0.713,0.807,0.925,0.920,0.743,0.951
1.687,0.203,0.000,0.108,1.004,1.509,0.684,0.299,0.792,0.342,1.041,0.620,0.502,0.487,0.351,0.380,0.648,0.264,0.441,0.529,0.829,0.328,0.456,0.683,0.561,0.287,0.479,0.510,0.415,0.349,0.192,0.197,0.237,0.356,0.378,0.504,0.593,0.593,0.497,0.720
1.632,0.414,0.108,0.000,0.157,0.971,0.166,0.197,0.483,0.389,0.624,0.322,0.166,0.179,0.204,0.231,0.124,0.165,0.245,0.203,0.256,0.145,0.196,0.236,0.232,0.188,0.303,0.465,0.237,0.282,0.159,0.140,0.198,0.249,0.277,0.436,0.324,0.334,0.293,0.468
2.312,0.221,1.004,0.157,0.000,0.302,0.142,0.260,0.490,0.373,0.582,0.218,0.199,0.486,0.306,0.221,0.451,0.422,0.212,0.214,0.377,0.180,0.316,0.364,0.272,0.119,0.285,0.369,0.274,0.176,0.136,0.108,0.279,0.303,0.382,0.553,0.324,0.317,0.376,0.462
1.627,1.290,1.509,0.971,0.302,0.000,0.284,0.728,1.060,0.550,0.730,0.479,0.211,0.372,0.564,0.160,0.436,0.353,0.290,0.298,0.389,0.305,0.342,0.360,0.325,0.328,0.372,0.334,0.493,0.538,0.487,0.457,0.595,0.626,0.665,0.763,0.665,0.645,0.688,0.754
1.672,0.339,0.684,0.166,0.142,0.284,0.000,0.216,0.801,0.267,0.667,0.262,0.121,0.304,0.274,0.152,0.303,0.268,0.218,0.185,0.331,0.147,0.259,0.304,0.192,0.086,0.214,0.278,0.216,0.179,0.113,0.104,0.205,0.232,0.280,0.439,0.242,0.232,0.227,0.419
1.743,0.218,0.299,0.197,0.260,0.728,0.216,0.000,0.165,0.500,0.380,0.166,0.277,0.657,0.319,0.174,0.465,0.417,0.255,0.409,0.325,0.207,0.233,0.294,0.307,0.289,0.346,0.569,0.307,0.355,0.224,0.192,0.354,0.288,0.446,0.558,0.195,0.222,0.336,0.441
2.358,1.204,0.792,0.483,0.490,1.060,0.801,0.165,0.000,0.386,0.327,0.182,0.460,0.895,0.272,0.351,0.609,0.666,0.208,0.418,0.312,0.171,0.212,0.268,0.169,0.189,0.255,0.397,0.224,0.272,0.203,0.190,0.410,0.323,0.507,0.606,0.207,0.247,0.378,0.406
1.179,0.344,0.342,0.389,0.373,0.550,0.267,0.500,0.386,0.000,0.341,0.586,0.529,0.864,0.235,0.333,0.616,0.523,0.251,0.509,0.410,0.205,0.234,0.329,0.409,0.240,0.388,0.604,0.432,0.366,0.230,0.188,0.445,0.401,0.560,0.657,0.409,0.428,0.496,0.575
1.985,1.593,1.041,0.624,0.582,0.730,0.667,0.380,0.327,0.341,0.000,0.271,0.578,1.305,0.535,0.434,0.618,0.828,0.309,0.505,0.303,0.184,0.321,0.244,0.505,0.351,0.602,0.851,0.455,0.468,0.271,0.208,0.513,0.427,0.608,0.696,0.364,0.449,0.563,0.577
1.533,0.940,0.620,0.322,0.218,0.479,0.262,0.166,0.182,0.586,0.271,0.000,0.221,1.225,0.493,0.190,0.354,0.527,0.204,0.256,0.332,0.198,0.294,0.171,0.305,0.208,0.256,0.267,0.269,0.271,0.199,0.191,0.373,0.273,0.387,0.475,0.150,0.126,0.197,0.362
0.288,0.508,0.502,0.166,0.199,0.211,0.121,0.277,0.460,0.529,0.578,0.221,0.000,0.194,0.699,0.280,0.265,0.269,0.219,0.226,0.163,0.122,0.263,0.180,0.144,0.086,0.198,0.120,0.201,0.178,0.096,0.101,0.158,0.172,0.198,0.333,0.177,0.173,0.199,0.473
0.660,0.673,0.487,0.179,0.486,0.372,0.304,0.657,0.895,0.864,1.305,1.225,0.194,0.000,0.331,0.634,0.435,0.352,0.244,0.591,0.397,0.210,0.177,0.254,0.435,0.102,0.287,0.243,0.361,0.201,0.155,0.182,0.333,0.378,0.522,0.607,0.558,0.493,0.608,0.780
0.869,0.583,0.351,0.204,0.306,0.564,0.274,0.319,0.272,0.235,0.535,0.493,0.699,0.331,0.000,0.190,0.664,0.559,0.499,0.849,0.466,0.222,0.380,0.375,0.587,0.273,0.485,0.634,0.457,0.384,0.161,0.100,0.295,0.279,0.455,0.522,0.357,0.354,0.388,0.507
0.455,0.396,0.380,0.231,0.221,0.160,0.152,0.174,0.351,0.333,0.434,0.190,0.280,0.634,0.190,0.000,0.182,0.673,0.411,0.498,0.315,0.165,0.287,0.144,0.250,0.177,0.190,0.173,0.211,0.195,0.197,0.208,0.357,0.380,0.450,0.504,0.425,0.414,0.382,0.603
0.623,0.788,0.648,0.124,0.451,0.436,0.303,0.465,0.609,0.616,0.618,0.354,0.265,0.435,0.664,0.182,0.000,0.293,0.416,0.501,0.217,0.223,0.554,0.242,0.330,0.357,0.604,0.520,0.360,0.320,0.238,0.279,0.250,0.290,0.380,0.392,0.409,0.367,0.466,0.732
0.577,0.304,0.264,0.165,0.422,0.353,0.268,0.417,0.666,0.523,0.828,0.527,0.269,0.352,0.559,0.673,0.293,0.000,0.365,1.193,0.757,0.269,0.335,0.510,0.666,0.105,0.484,0.623,0.561,0.311,0.120,0.194,0.330,0.333,0.480,0.534,0.464,0.385,0.514,0.713
0.541,0.416,0.441,0.245,0.212,0.290,0.218,0.255,0.208,0.251,0.309,0.204,0.219,0.244,0.499,0.411,0.416,0.365,0.000,0.252,0.738,0.191,0.329,0.280,0.196,0.118,0.188,0.238,0.192,0.183,0.132,0.167,0.332,0.303,0.401,0.405,0.272,0.288,0.229,0.425
0.606,0.597,0.529,0.203,0.214,0.298,0.185,0.409,0.418,0.509,0.505,0.256,0.226,0.591,0.849,0.498,0.501,1.193,0.252,0.000,0.202,0.555,0.721,0.341,0.430,0.195,0.678,0.639,0.399,0.359,0.113,0.122,0.306,0.218,0.263,0.348,0.179,0.222,0.213,0.512
1.063,1.023,0.829,0.256,0.377,0.389,0.331,0.325,0.312,0.410,0.303,0.332,0.163,0.397,0.466,0.315,0.217,0.757,0.738,0.202,0.000,0.141,0.368,0.412,0.278,0.270,0.690,0.890,0.427,0.426,0.092,0.106,0.250,0.185,0.255,0.282,0.151,0.108,0.283,0.590
0.355,0.274,0.328,0.145,0.180,0.305,0.147,0.207,0.171,0.205,0.184,0.198,0.122,0.210,0.222,0.165,0.223,0.269,0.191,0.555,0.141,0.000,0.272,0.421,0.493,0.101,0.319,0.396,0.331,0.189,0.047,0.104,0.200,0.173,0.277,0.330,0.187,0.160,0.199,0.453
0.811,0.531,0.456,0.196,0.316,0.342,0.259,0.233,0.212,0.234,0.321,0.294,0.263,0.177,0.380,0.287,0.554,0.335,0.329,0.721,0.368,0.272,0.000,0.278,0.915,0.195,0.305,0.281,0.477,0.407,0.144,0.121,0.268,0.228,0.162,0.382,0.251,0.252,0.260,0.441
