pdb_id,seed,is_winner,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode
2B4N,0,False,40,1.9545016253443925,3.9623474509479566,5.014767259965147,0.6955583121826464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9433962264150944,0.9119318181818182,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,True,,,,,107.91,0
2B4N,1,True,40,1.945439109621467,3.4382955312710926,4.191606364076136,0.62936517707657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9245283018867925,0.8912466843501327,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,True,,,,,108.02,0
2B4N,2,False,40,1.9676186253797525,3.2701137068180737,3.8194582097652736,0.6584170084021166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.9433962264150944,0.875,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,True,,,,,108.94,0
2B4N,3,False,40,2.68852501840253,4.363229814462376,5.149596126568864,0.5834745578581084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9245283018867925,0.9257294429708223,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,108.44,0
2B4N,4,False,40,4.570981163695453,5.513558176370274,6.222721773072312,0.4086311405238864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8867924528301887,0.8328912466843501,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,108.39,0
2B4N,5,False,40,2.2527445684884806,3.6661909076182697,4.394998348351996,0.5661241970333202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9433962264150944,0.883289124668435,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,112.62,0
2B4N,6,False,40,5.194469306209319,6.263936961635682,6.997546535446582,0.3620649250347228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8867924528301887,0.9018567639257294,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,102.03,0
2B4N,7,False,40,4.526801299334185,5.876348380953401,6.761261848001303,0.3186279764925072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8490566037735849,0.8461538461538461,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,123.97,0
2B4N,8,False,40,4.035283602192003,5.5162360025876795,6.489968980141605,0.426781560117088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9056603773584906,0.9005681818181818,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,118.31,0
2B4N,9,False,40,4.540299749137227,5.5145243190008415,6.18531580036534,0.36931279060714184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.8301886792452831,0.8514588859416445,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,112.55,0
