0.000,0.249,0.154,0.175,0.168,0.094,0.122,0.046,0.053,0.133,0.108,0.082,0.095,0.064,0.113,0.149,0.211,0.304,0.258,0.556,0.195,0.212,0.384,0.197,0.253,0.299,0.223
0.249,0.000,0.056,0.406,0.279,0.167,0.163,0.041,0.066,0.111,0.239,0.182,0.068,0.080,0.067,0.089,0.224,0.269,0.164,0.369,0.125,0.203,0.308,0.208,0.254,0.294,0.242
0.154,0.056,0.000,0.168,0.188,0.248,0.150,0.081,0.048,0.205,0.182,0.107,0.039,0.070,0.099,0.102,0.193,0.248,0.155,0.295,0.129,0.132,0.208,0.149,0.173,0.197,0.160
0.175,0.406,0.168,0.000,0.111,0.214,0.103,0.059,0.235,0.077,0.085,0.175,0.127,0.113,0.067,0.147,0.102,0.084,0.120,0.254,0.117,0.231,0.204,0.306,0.359,0.337,0.226
0.168,0.279,0.188,0.111,0.000,0.091,0.121,0.127,0.168,0.183,0.210,0.273,0.139,0.147,0.061,0.132,0.080,0.078,0.143,0.211,0.132,0.100,0.093,0.172,0.236,0.210,0.095
0.094,0.167,0.248,0.214,0.091,0.000,0.147,0.205,0.300,0.150,0.102,0.180,0.256,0.140,0.186,0.234,0.128,0.126,0.226,0.434,0.158,0.241,0.207,0.392,0.493,0.372,0.223
0.122,0.163,0.150,0.103,0.121,0.147,0.000,0.120,0.240,0.243,0.212,0.283,0.256,0.153,0.122,0.143,0.100,0.164,0.223,0.447,0.205,0.198,0.238,0.296,0.378,0.279,0.144
0.046,0.041,0.081,0.059,0.127,0.205,0.120,0.000,0.122,0.273,0.219,0.260,0.161,0.064,0.142,0.169,0.184,0.184,0.099,0.144,0.086,0.228,0.164,0.212,0.254,0.156,0.085
0.053,0.066,0.048,0.235,0.168,0.300,0.240,0.122,0.000,0.198,0.254,0.190,0.058,0.077,0.080,0.121,0.129,0.149,0.090,0.100,0.079,0.111,0.057,0.139,0.176,0.138,0.081
0.133,0.111,0.205,0.077,0.183,0.150,0.243,0.273,0.198,0.000,0.069,0.120,0.100,0.036,0.186,0.249,0.212,0.189,0.131,0.269,0.170,0.240,0.087,0.250,0.281,0.223,0.104
