0.000,0.174,0.512,0.498,0.514,0.627,0.596,0.495,0.581,0.476,0.721,0.447,0.588,0.738,0.955,0.666,0.328,0.410,1.108,0.647,0.362,0.346,0.380,0.699,0.359,0.316,0.757
0.174,0.000,0.146,0.724,0.684,0.577,0.640,0.533,0.430,0.386,0.570,0.475,0.515,0.422,0.849,0.503,0.340,0.409,0.948,0.484,0.377,0.430,0.610,0.952,0.624,0.435,0.342
0.512,0.146,0.000,0.210,0.563,0.402,0.333,0.773,0.530,0.449,0.392,0.312,0.478,0.366,0.684,0.332,0.329,0.308,0.676,0.447,0.438,0.356,0.401,0.638,0.287,0.339,0.438
0.498,0.724,0.210,0.000,0.204,0.621,0.920,1.200,0.728,0.609,0.432,0.539,0.714,0.610,0.940,0.586,0.466,0.440,0.843,0.693,0.684,0.533,0.499,0.651,0.383,0.481,0.571
0.514,0.684,0.563,0.204,0.000,0.144,0.919,1.039,0.570,0.773,0.770,0.364,0.594,0.427,0.710,0.348,0.333,0.517,0.771,0.827,0.682,0.432,0.322,0.367,0.414,0.538,0.625
0.627,0.577,0.402,0.621,0.144,0.000,0.232,1.452,0.920,1.048,0.872,0.301,0.337,0.164,0.687,0.595,0.300,0.340,0.957,0.530,0.456,0.330,0.402,0.505,0.317,0.209,0.385
0.596,0.640,0.333,0.920,0.919,0.232,0.000,0.231,0.669,0.968,0.915,0.522,0.448,0.419,0.596,0.849,0.406,0.477,0.790,0.695,0.581,0.500,0.405,0.618,0.453,0.575,0.662
0.495,0.533,0.773,1.200,1.039,1.452,0.231,0.000,0.422,0.955,0.737,0.760,0.912,0.353,0.538,0.946,0.437,0.576,1.156,0.835,0.568,0.304,0.349,0.395,0.412,0.406,0.542
0.581,0.430,0.530,0.728,0.570,0.920,0.669,0.422,0.000,0.195,0.755,0.366,0.537,0.449,0.429,0.553,0.130,0.315,0.501,0.552,0.426,0.215,0.187,0.302,0.254,0.266,0.515
0.476,0.386,0.449,0.609,0.773,1.048,0.968,0.955,0.195,0.000,0.160,0.990,0.823,1.074,1.044,0.701,0.232,0.306,0.426,0.809,0.747,0.279,0.176,0.412,0.351,0.278,0.676
0.721,0.570,0.392,0.432,0.770,0.872,0.915,0.737,0.755,0.160,0.000,0.270,0.811,1.376,1.251,0.782,0.268,0.287,0.391,0.862,0.733,0.248,0.378,0.349,0.233,0.260,0.692
0.447,0.475,0.312,0.539,0.364,0.301,0.522,0.760,0.366,0.990,0.270,0.000,0.212,0.933,0.595,0.862,0.325,0.182,0.576,0.480,0.489,0.233,0.277,0.305,0.161,0.209,0.517
0.588,0.515,0.478,0.714,0.594,0.337,0.448,0.912,0.537,0.823,0.811,0.212,0.000,0.223,0.973,1.370,0.564,0.543,1.148,0.520,0.411,0.255,0.456,0.479,0.450,0.295,0.582
0.738,0.422,0.366,0.610,0.427,0.164,0.419,0.353,0.449,1.074,1.376,0.933,0.223,0.000,0.177,1.078,0.508,0.541,0.605,0.499,0.343,0.271,0.490,0.664,0.465,0.389,0.375
0.955,0.849,0.684,0.940,0.710,0.687,0.596,0.538,0.429,1.044,1.251,0.595,0.973,0.177,0.000,0.296,0.999,0.792,0.734,0.789,0.562,0.460,0.602,0.961,0.881,0.515,0.723
0.666,0.503,0.332,0.586,0.348,0.595,0.849,0.946,0.553,0.701,0.782,0.862,1.370,1.078,0.296,0.000,0.153,0.880,0.803,0.890,0.450,0.528,0.366,0.684,0.573,0.579,0.572
0.328,0.340,0.329,0.466,0.333,0.300,0.406,0.437,0.130,0.232,0.268,0.325,0.564,0.508,0.999,0.153,0.000,0.247,0.776,0.881,0.481,0.465,0.635,0.761,0.466,0.408,0.425
0.410,0.409,0.308,0.440,0.517,0.340,0.477,0.576,0.315,0.306,0.287,0.182,0.543,0.541,0.792,0.880,0.247,0.000,0.321,0.974,0.820,0.371,0.489,0.638,0.340,0.238,0.542
1.108,0.948,0.676,0.843,0.771,0.957,0.790,1.156,0.501,0.426,0.391,0.576,1.148,0.605,0.734,0.803,0.776,0.321,0.000,0.376,1.305,0.831,1.743,1.704,1.011,0.752,0.913
0.647,0.484,0.447,0.693,0.827,0.530,0.695,0.835,0.552,0.809,0.862,0.480,0.520,0.499,0.789,0.890,0.881,0.974,0.376,0.000,0.280,0.945,1.210,1.707,1.055,0.659,0.427
0.362,0.377,0.438,0.684,0.682,0.456,0.581,0.568,0.426,0.747,0.733,0.489,0.411,0.343,0.562,0.450,0.481,0.820,1.305,0.280,0.000,0.365,1.222,1.395,0.811,0.406,0.461
0.346,0.430,0.356,0.533,0.432,0.330,0.500,0.304,0.215,0.279,0.248,0.233,0.255,0.271,0.460,0.528,0.465,0.371,0.831,0.945,0.365,0.000,0.278,1.107,0.718,0.658,0.437
0.380,0.610,0.401,0.499,0.322,0.402,0.405,0.349,0.187,0.176,0.378,0.277,0.456,0.490,0.602,0.366,0.635,0.489,1.743,1.210,1.222,0.278,0.000,0.241,1.197,0.707,0.728
0.699,0.952,0.638,0.651,0.367,0.505,0.618,0.395,0.302,0.412,0.349,0.305,0.479,0.664,0.961,0.684,0.761,0.638,1.704,1.707,1.395,1.107,0.241,0.000,0.278,1.352,1.860
0.359,0.624,0.287,0.383,0.414,0.317,0.453,0.412,0.254,0.351,0.233,0.161,0.450,0.465,0.881,0.573,0.466,0.340,1.011,1.055,0.811,0.718,1.197,0.278,0.000,0.210,1.116
0.316,0.435,0.339,0.481,0.538,0.209,0.575,0.406,0.266,0.278,0.260,0.209,0.295,0.389,0.515,0.579,0.408,0.238,0.752,0.659,0.406,0.658,0.707,1.352,0.210,0.000,0.194
0.757,0.342,0.438,0.571,0.625,0.385,0.662,0.542,0.515,0.676,0.692,0.517,0.582,0.375,0.723,0.572,0.425,0.542,0.913,0.427,0.461,0.437,0.728,1.860,1.116,0.194,0.000
