pdb_id,seed,is_winner,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode
1GCN,0,False,27,4.222944658998867,6.242196728051616,7.34595695810497,0.10553821283544196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8095238095238095,0.6967741935483871,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,69.25,0
1GCN,1,False,27,3.9274467403689433,6.106165362725007,7.44421267978859,0.15861153046914234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7619047619047619,0.8,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,65.91,0
1GCN,2,True,27,3.4037633350433882,5.472560570765698,6.7545442823599275,0.15976826872901206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8333333333333334,0.6774193548387096,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,52.8,0
1GCN,3,False,27,3.567092293662738,4.900925501084385,5.752995870065122,0.17238499497463555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8333333333333334,0.7612903225806451,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,63.7,0
1GCN,4,False,27,3.8454743696607894,5.826450209606437,7.096852489539655,0.14772186483199642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7380952380952381,0.7806451612903226,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,62.42,0
1GCN,5,False,27,3.57498240432857,5.602989466343674,6.797434261131104,0.1520627392707809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7619047619047619,0.7861635220125787,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,69.48,0
1GCN,6,False,27,3.4626901847003766,5.379368410259064,6.627612513618586,0.16700797873241943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8571428571428571,0.7677419354838709,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,63.2,0
1GCN,7,False,27,3.6725516149899544,5.717991196932225,6.9622885980451485,0.183740627463283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7380952380952381,0.7935483870967742,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,65.92,0
1GCN,8,False,27,3.5292088688781207,6.0015580805967295,7.336377275085263,0.14761376214885105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8095238095238095,0.7096774193548387,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,64.23,0
1GCN,9,False,27,3.8450752991372306,6.087453916234002,7.213790298214786,0.11345180909892985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7857142857142857,0.7692307692307693,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,52.45,0
