0.000,3.108,2.537,2.701,2.331,2.786,3.033,2.980,3.236,4.225,3.795,3.003,2.015,3.009,2.634,3.065,2.412,4.153,3.431,2.734,2.659,4.203,4.089,4.705,4.169,5.370,4.837,5.568,5.800,5.618,4.922,5.573,3.876,5.108,5.626,6.745,4.947,7.579,7.163,6.821
3.108,0.000,2.618,4.250,3.445,3.824,4.557,4.290,5.551,2.293,3.110,3.082,2.446,3.205,4.645,2.850,2.060,1.750,1.818,2.934,2.808,3.554,3.785,3.612,4.180,5.201,4.657,3.877,4.498,5.860,5.443,7.035,5.315,6.261,6.185,6.852,5.126,8.245,8.051,8.527
2.537,2.618,0.000,1.732,1.777,1.979,1.999,2.584,2.982,2.804,2.773,1.419,3.149,1.345,2.755,2.486,1.656,3.371,1.754,1.951,1.721,1.780,2.761,2.460,2.983,3.448,3.875,4.453,4.537,3.680,4.018,3.850,3.172,4.747,5.559,6.527,5.334,6.768,6.019,5.039
2.701,4.250,1.732,0.000,2.242,2.037,1.300,1.426,2.330,4.125,2.858,2.366,1.857,2.384,2.204,2.240,2.173,2.867,2.441,1.815,1.848,2.308,3.901,3.997,2.947,4.054,4.638,5.557,5.092,4.977,4.926,5.402,3.594,5.652,6.349,7.292,5.525,8.100,8.159,6.722
2.331,3.445,1.777,2.242,0.000,1.641,1.782,2.356,2.679,1.108,3.194,1.272,1.596,2.012,1.727,1.863,2.094,1.777,2.757,1.979,2.946,2.754,3.776,3.234,3.414,4.346,3.834,4.309,5.368,5.643,4.808,4.947,4.081,5.658,6.587,8.033,5.842,8.979,7.656,7.659
2.786,3.824,1.979,2.037,1.641,0.000,1.116,1.783,2.020,2.806,3.371,1.471,2.246,2.293,2.450,2.682,2.347,3.444,2.581,2.394,2.618,2.928,3.149,3.159,2.193,3.448,3.856,4.455,4.947,4.461,4.658,4.656,3.514,5.648,6.505,7.765,5.772,8.853,8.868,7.393
3.033,4.557,1.999,1.300,1.782,1.116,0.000,0.822,1.827,1.340,3.816,1.183,1.614,1.678,1.077,2.331,1.535,2.842,2.254,1.202,3.485,2.709,3.300,4.827,3.026,4.578,3.609,4.002,5.488,5.667,4.616,4.907,3.886,5.622,6.876,8.196,6.114,9.123,8.610,7.753
2.980,4.290,2.584,1.426,2.356,1.783,0.822,0.000,1.558,2.561,3.832,1.176,2.248,2.209,2.918,3.033,2.800,3.854,3.441,2.983,4.155,3.976,3.784,4.220,3.010,4.583,4.645,4.797,5.985,5.647,5.214,4.571,4.128,6.023,6.762,8.105,6.174,9.202,8.311,7.463
3.236,5.551,2.982,2.330,2.679,2.020,1.827,1.558,0.000,0.989,4.497,2.015,2.722,0.807,2.285,2.388,2.244,2.654,3.260,2.486,4.321,4.155,3.704,4.721,3.874,5.022,3.761,3.446,6.192,6.467,4.978,5.125,4.965,5.610,6.674,8.507,6.305,9.474,8.083,8.441
4.225,2.293,2.804,4.125,1.108,2.806,1.340,2.561,0.989,0.000,3.216,1.714,2.608,3.908,2.309,1.890,1.682,1.395,1.381,1.753,2.792,1.445,2.693,2.237,3.229,3.747,2.589,3.029,4.390,4.685,3.876,4.741,3.893,5.109,6.333,7.430,5.720,8.548,7.457,7.377
3.795,3.110,2.773,2.858,3.194,3.371,3.816,3.832,4.497,3.216,0.000,2.511,2.126,3.272,3.128,2.608,2.188,3.971,1.421,2.148,1.487,1.779,2.980,3.450,2.126,2.862,2.713,3.670,2.201,3.249,3.217,5.306,2.416,4.520,5.419,4.657,3.109,6.495,6.844,6.570
3.003,3.082,1.419,2.366,1.272,1.471,1.183,1.176,2.015,1.714,2.511,0.000,1.562,2.026,1.197,1.049,1.459,2.649,2.358,1.400,3.243,2.722,3.438,3.799,3.063,3.879,3.729,4.241,5.398,5.381,4.560,4.714,3.978,5.396,6.721,7.844,5.905,8.896,7.952,7.606
2.015,2.446,3.149,1.857,1.596,2.246,1.614,2.248,2.722,2.608,2.126,1.562,0.000,1.757,2.331,1.399,1.755,2.879,1.863,1.341,1.425,2.308,3.058,3.429,1.980,2.958,2.116,3.174,3.335,3.988,2.809,5.312,2.710,4.044,4.833,5.440,3.009,6.821,6.395,6.466
3.009,3.205,1.345,2.384,2.012,2.293,1.678,2.209,0.807,3.908,3.272,2.026,1.757,0.000,1.609,2.751,1.702,3.350,1.886,2.087,2.730,1.330,2.929,3.228,1.888,2.138,3.634,3.869,4.858,4.114,4.077,3.250,3.079,4.681,5.981,6.921,5.412,7.454,6.584,5.458
2.634,4.645,2.755,2.204,1.727,2.450,1.077,2.918,2.285,2.309,3.128,1.197,2.331,1.609,0.000,1.498,2.418,2.635,2.553,3.690,4.321,3.379,2.032,2.950,2.324,3.371,3.655,1.908,5.797,5.464,3.999,3.023,4.354,4.421,5.606,7.385,5.792,7.495,5.838,5.900
3.065,2.850,2.486,2.240,1.863,2.682,2.331,3.033,2.388,1.890,2.608,1.049,1.399,2.751,1.498,0.000,1.043,1.694,1.557,2.029,2.517,1.545,2.427,1.693,2.153,2.858,2.395,2.895,4.205,4.804,3.351,4.285,3.605,4.653,5.786,6.539,4.724,7.280,6.252,6.018
2.412,2.060,1.656,2.173,2.094,2.347,1.535,2.800,2.244,1.682,2.188,1.459,1.755,1.702,2.418,1.043,0.000,1.341,1.352,1.845,2.457,1.596,2.502,1.587,1.413,2.692,2.374,2.743,4.204,4.544,3.247,3.989,3.211,4.539,5.618,6.669,4.591,7.520,6.451,5.858
4.153,1.750,3.371,2.867,1.777,3.444,2.842,3.854,2.654,1.395,3.971,2.649,2.879,3.350,2.635,1.694,1.341,0.000,1.777,2.703,3.655,4.044,2.686,3.268,2.308,1.152,2.370,3.176,3.377,4.340,3.350,4.468,4.174,5.053,6.108,6.397,5.413,7.015,6.070,5.360
