0.000,0.252,1.129,1.422,0.611,0.303,0.278,0.608,0.605,0.387,0.225,0.204,0.397,0.292,0.393,0.246,0.312,0.151,0.129,0.404,0.336,0.470,0.203,0.270,0.319,0.327,0.276,0.431
0.252,0.000,0.146,1.306,1.423,0.512,0.343,0.739,1.078,0.223,0.160,0.255,0.391,0.363,0.361,0.358,0.299,0.197,0.135,0.457,0.474,0.630,0.272,0.420,0.475,0.390,0.239,0.486
1.129,0.146,0.000,0.153,0.954,1.035,0.167,0.307,1.313,0.598,0.207,0.139,0.221,0.309,0.438,0.303,0.293,0.200,0.191,0.503,0.326,0.479,0.245,0.307,0.414,0.353,0.291,0.384
1.422,1.306,0.153,0.000,0.345,0.652,0.219,0.194,0.639,0.474,0.122,0.163,0.210,0.284,0.327,0.325,0.239,0.221,0.275,0.406,0.386,0.453,0.245,0.233,0.314,0.240,0.260,0.409
0.611,1.423,0.954,0.345,0.000,0.180,0.353,0.289,0.669,0.319,0.133,0.141,0.153,0.255,0.196,0.204,0.182,0.186,0.174,0.385,0.370,0.315,0.194,0.204,0.240,0.276,0.265,0.302
0.303,0.512,1.035,0.652,0.180,0.000,0.268,0.780,0.400,0.158,0.201,0.254,0.385,0.267,0.338,0.347,0.211,0.092,0.196,0.379,0.358,0.393,0.176,0.144,0.227,0.302,0.249,0.292
0.278,0.343,0.167,0.219,0.353,0.268,0.000,0.125,1.423,0.421,0.246,0.184,0.201,0.247,0.260,0.314,0.199,0.110,0.188,0.349,0.250,0.368,0.148,0.179,0.224,0.212,0.178,0.336
0.608,0.739,0.307,0.194,0.289,0.780,0.125,0.000,0.238,0.899,0.372,0.177,0.180,0.489,0.284,0.300,0.252,0.227,0.249,0.480,0.525,0.259,0.220,0.236,0.348,0.329,0.209,0.181
0.605,1.078,1.313,0.639,0.669,0.400,1.423,0.238,0.000,0.266,1.041,0.549,0.579,0.568,0.800,0.361,0.268,0.396,0.219,0.421,0.539,0.420,0.191,0.224,0.214,0.317,0.492,0.369
0.387,0.223,0.598,0.474,0.319,0.158,0.421,0.899,0.266,0.000,0.146,0.626,0.772,0.537,0.653,0.481,0.368,0.152,0.192,0.418,0.434,0.412,0.261,0.288,0.393,0.453,0.240,0.210
0.225,0.160,0.207,0.122,0.133,0.201,0.246,0.372,1.041,0.146,0.000,0.227,0.378,0.367,0.308,0.375,0.331,0.211,0.146,0.486,0.437,0.361,0.146,0.235,0.313,0.277,0.257,0.275
0.204,0.255,0.139,0.163,0.141,0.254,0.184,0.177,0.549,0.626,0.227,0.000,0.276,0.927,0.348,0.444,0.401,0.261,0.267,0.491,0.579,0.381,0.283,0.323,0.350,0.352,0.348,0.301
0.397,0.391,0.221,0.210,0.153,0.385,0.201,0.180,0.579,0.772,0.378,0.276,0.000,0.179,1.582,0.534,0.737,0.124,0.259,0.539,0.716,0.324,0.192,0.354,0.312,0.394,0.467,0.362
