0.000,0.203,1.495,1.487,0.889,0.963,0.229,0.625,0.741,0.355,0.371,0.550,0.339,0.535,0.387,0.592,0.675,0.804,0.741,0.597,0.769,0.586,0.518,0.528
0.203,0.000,0.134,1.657,0.907,0.753,0.430,1.248,1.213,0.379,0.930,0.649,0.345,0.664,0.519,0.452,0.617,0.556,0.484,0.402,0.547,0.262,0.387,0.304
1.495,0.134,0.000,0.299,0.948,0.717,0.324,0.849,0.836,0.483,0.499,0.552,0.456,0.551,0.527,0.512,0.663,0.547,0.649,0.395,0.480,0.491,0.444,0.407
1.487,1.657,0.299,0.000,0.127,1.287,0.648,1.276,0.846,0.814,0.548,0.530,0.353,0.470,0.623,0.502,0.740,0.615,0.520,0.508,0.457,0.573,0.504,0.423
0.889,0.907,0.948,0.127,0.000,0.124,0.362,0.462,0.582,0.543,0.427,0.284,0.252,0.367,0.255,0.381,0.507,0.373,0.383,0.228,0.258,0.369,0.317,0.320
0.963,0.753,0.717,1.287,0.124,0.000,0.117,1.558,1.400,1.043,1.103,0.647,0.407,0.630,0.649,0.719,0.780,0.538,0.505,0.547,0.519,0.521,0.450,0.538
0.229,0.430,0.324,0.648,0.362,0.117,0.000,0.222,1.046,0.553,0.860,0.578,0.388,0.500,0.402,0.469,0.531,0.532,0.614,0.318,0.264,0.322,0.208,0.224
0.625,1.248,0.849,1.276,0.462,1.558,0.222,0.000,0.172,1.477,1.374,0.914,0.223,0.577,0.621,0.384,0.707,0.676,0.771,0.297,0.401,0.409,0.315,0.202
0.741,1.213,0.836,0.846,0.582,1.400,1.046,0.172,0.000,0.231,1.644,0.795,0.648,0.737,0.775,0.475,0.483,0.615,0.920,0.395,0.217,0.432,0.555,0.471
0.355,0.379,0.483,0.814,0.543,1.043,0.553,1.477,0.231,0.000,0.172,0.709,0.407,0.607,0.523,0.457,0.448,0.413,0.592,0.392,0.452,0.464,0.462,0.307
0.371,0.930,0.499,0.548,0.427,1.103,0.860,1.374,1.644,0.172,0.000,0.207,0.714,0.788,0.689,0.599,0.753,0.863,0.629,0.533,0.580,0.610,0.926,0.842
0.550,0.649,0.552,0.530,0.284,0.647,0.578,0.914,0.795,0.709,0.207,0.000,0.306,0.848,0.661,0.617,0.433,0.487,0.675,0.251,0.368,0.413,0.583,0.385
0.339,0.345,0.456,0.353,0.252,0.407,0.388,0.223,0.648,0.407,0.714,0.306,0.000,0.078,0.532,0.491,0.527,0.428,0.827,0.381,0.380,0.443,0.453,0.362
0.535,0.664,0.551,0.470,0.367,0.630,0.500,0.577,0.737,0.607,0.788,0.848,0.078,0.000,0.291,1.288,1.325,1.030,1.132,0.425,0.565,0.485,0.983,0.661
0.387,0.519,0.527,0.623,0.255,0.649,0.402,0.621,0.775,0.523,0.689,0.661,0.532,0.291,0.000,0.129,1.315,0.665,1.082,0.590,0.447,0.670,0.592,0.696
0.592,0.452,0.512,0.502,0.381,0.719,0.469,0.384,0.475,0.457,0.599,0.617,0.491,1.288,0.129,0.000,0.217,0.732,0.723,1.011,0.692,0.976,0.613,0.515
0.675,0.617,0.663,0.740,0.507,0.780,0.531,0.707,0.483,0.448,0.753,0.433,0.527,1.325,1.315,0.217,0.000,0.171,1.618,1.529,1.181,1.771,1.450,1.312
0.804,0.556,0.547,0.615,0.373,0.538,0.532,0.676,0.615,0.413,0.863,0.487,0.428,1.030,0.665,0.732,0.171,0.000,0.135,1.236,0.841,0.904,0.950,0.787
0.741,0.484,0.649,0.520,0.383,0.505,0.614,0.771,0.920,0.592,0.629,0.675,0.827,1.132,1.082,0.723,1.618,0.135,0.000,0.229,1.122,0.906,1.567,1.335
0.597,0.402,0.395,0.508,0.228,0.547,0.318,0.297,0.395,0.392,0.533,0.251,0.381,0.425,0.590,1.011,1.529,1.236,0.229,0.000,0.254,0.602,0.890,0.612
0.769,0.547,0.480,0.457,0.258,0.519,0.264,0.401,0.217,0.452,0.580,0.368,0.380,0.565,0.447,0.692,1.181,0.841,1.122,0.254,0.000,0.185,1.840,1.313
0.586,0.262,0.491,0.573,0.369,0.521,0.322,0.409,0.432,0.464,0.610,0.413,0.443,0.485,0.670,0.976,1.771,0.904,0.906,0.602,0.185,0.000,0.208,0.989
0.518,0.387,0.444,0.504,0.317,0.450,0.208,0.315,0.555,0.462,0.926,0.583,0.453,0.983,0.592,0.613,1.450,0.950,1.567,0.890,1.840,0.208,0.000,0.333
0.528,0.304,0.407,0.423,0.320,0.538,0.224,0.202,0.471,0.307,0.842,0.385,0.362,0.661,0.696,0.515,1.312,0.787,1.335,0.612,1.313,0.989,0.333,0.000
