0.000,0.306,1.467,1.940,2.524,2.560,2.920,2.969,2.615,3.120,3.950,3.345,2.852,3.294,3.550,3.745,4.114,5.728,6.037,6.282,7.309,6.850,6.510,7.740,6.938,7.190,6.940,8.757,8.049,10.147,9.998,9.585,10.926,9.177,7.257,7.947,6.574
0.306,0.000,0.273,1.271,0.824,1.219,2.185,2.228,2.000,2.935,3.992,3.834,3.331,3.786,4.477,4.705,4.994,6.484,6.965,7.336,8.528,7.960,7.685,8.805,8.180,7.973,7.702,9.593,8.759,11.078,10.992,10.361,11.830,9.896,8.032,8.758,7.393
1.467,0.273,0.000,0.352,0.433,0.648,1.225,1.657,1.222,1.988,3.168,3.428,3.022,3.609,4.284,4.562,4.671,6.300,6.904,7.128,8.016,7.640,7.181,8.213,7.507,7.197,6.803,8.622,7.975,10.319,10.079,9.412,10.747,8.707,6.858,7.491,6.403
1.940,1.271,0.352,0.000,0.496,0.606,1.056,1.332,1.224,1.999,3.008,3.699,3.639,4.248,4.732,4.914,4.916,6.435,7.375,7.432,8.062,7.815,7.131,7.970,7.282,6.986,6.238,7.817,7.196,9.569,9.283,8.435,9.652,7.654,6.067,6.798,5.918
2.524,0.824,0.433,0.496,0.000,0.383,0.509,0.889,0.936,1.193,1.485,1.860,2.089,2.507,2.984,3.417,3.432,4.826,6.021,6.450,6.771,6.919,6.075,7.044,6.431,6.203,5.608,6.899,6.345,8.871,8.711,7.757,8.759,6.720,4.930,5.516,5.001
2.560,1.219,0.648,0.606,0.383,0.000,0.244,1.149,0.548,0.850,0.761,1.110,1.249,1.373,1.979,2.857,3.084,3.830,5.304,6.131,6.454,6.856,6.101,6.954,6.738,6.412,5.996,6.932,6.282,8.789,8.949,7.828,8.601,6.643,4.925,5.499,5.286
2.920,2.185,1.225,1.056,0.509,0.244,0.000,0.267,1.276,0.520,0.747,1.170,1.385,1.410,2.231,3.442,3.683,3.933,5.336,6.273,6.499,7.165,6.731,7.207,7.473,7.101,6.558,7.001,6.480,8.614,8.923,7.620,8.106,6.537,5.261,5.723,5.645
2.969,2.228,1.657,1.332,0.889,1.149,0.267,0.000,0.333,1.168,0.693,1.079,1.159,1.465,1.901,3.540,3.674,3.492,4.766,6.158,6.451,7.150,6.922,7.434,7.761,7.418,6.931,7.194,6.927,8.722,8.927,7.855,8.100,6.781,5.638,5.788,5.867
2.615,2.000,1.222,1.224,0.936,0.548,1.276,0.333,0.000,0.193,1.020,1.164,0.896,1.292,1.648,3.270,3.688,3.359,4.577,5.826,5.897,6.748,6.509,6.895,7.017,7.034,6.415,6.415,6.273,7.944,7.939,6.982,7.187,5.920,4.813,5.012,5.277
3.120,2.935,1.988,1.999,1.193,0.850,0.520,1.168,0.193,0.000,0.223,0.590,0.950,1.106,1.367,3.218,3.170,2.933,3.797,5.178,5.376,6.196,6.555,6.708,7.310,7.120,6.573,6.501,6.442,7.683,7.728,6.780,6.776,5.711,4.941,4.957,4.975
3.950,3.992,3.168,3.008,1.485,0.761,0.747,0.693,1.020,0.223,0.000,0.130,0.479,0.560,0.729,2.380,2.560,2.128,3.095,4.246,4.263,5.094,5.300,5.380,5.652,5.801,4.988,4.800,4.822,6.180,6.163,5.177,5.343,4.215,3.417,3.542,3.613
3.345,3.834,3.428,3.699,1.860,1.110,1.170,1.079,1.164,0.590,0.130,0.000,0.357,0.732,0.734,1.937,2.313,1.925,2.657,3.488,3.460,4.151,4.612,4.598,4.700,5.171,4.232,4.044,3.958,5.227,5.123,4.124,4.292,3.224,2.710,3.064,2.872
2.852,3.331,3.022,3.639,2.089,1.249,1.385,1.159,0.896,0.950,0.479,0.357,0.000,0.091,0.779,2.484,2.364,2.002,2.258,3.482,3.608,4.275,5.423,5.267,5.476,6.028,5.231,4.874,4.910,5.848,5.738,4.840,4.690,3.894,3.458,3.443,3.583
3.294,3.786,3.609,4.248,2.507,1.373,1.410,1.465,1.292,1.106,0.560,0.732,0.091,0.000,0.167,1.236,1.837,1.505,1.541,2.445,2.622,2.940,3.769,3.665,3.977,4.558,3.743,3.345,3.272,4.276,4.398,3.240,3.221,2.607,2.216,2.526,2.494
3.550,4.477,4.284,4.732,2.984,1.979,2.231,1.901,1.648,1.367,0.729,0.734,0.779,0.167,0.000,0.305,1.648,1.222,1.077,1.779,1.972,2.324,3.318,3.447,3.349,4.292,3.455,3.164,3.085,4.076,3.979,3.023,3.073,2.299,1.739,2.201,2.047
3.745,4.705,4.562,4.914,3.417,2.857,3.442,3.540,3.270,3.218,2.380,1.937,2.484,1.236,0.305,0.000,0.375,1.328,0.871,1.122,1.286,1.873,3.131,3.019,3.179,3.763,3.037,2.893,2.882,3.738,3.837,2.785,2.747,1.978,1.297,1.437,1.511
4.114,4.994,4.671,4.916,3.432,3.084,3.683,3.674,3.688,3.170,2.560,2.313,2.364,1.837,1.648,0.375,0.000,0.200,1.049,0.833,1.361,1.017,1.545,1.788,1.779,2.486,1.786,1.901,1.486,2.498,2.534,1.554,1.684,1.027,0.544,1.258,1.244
5.728,6.484,6.300,6.435,4.826,3.830,3.933,3.492,3.359,2.933,2.128,1.925,2.002,1.505,1.222,1.328,0.200,0.000,0.115,0.757,1.248,0.835,1.051,1.479,1.631,2.066,1.338,1.297,0.827,2.421,2.942,1.395,2.315,1.663,1.350,1.670,1.198
6.037,6.965,6.904,7.375,6.021,5.304,5.336,4.766,4.577,3.797,3.095,2.657,2.258,1.541,1.077,0.871,1.049,0.115,0.000,0.363,1.109,0.753,0.702,1.269,1.667,1.669,1.191,1.132,0.598,2.583,3.305,1.596,2.606,1.825,1.620,1.833,1.673
6.282,7.336,7.128,7.432,6.450,6.131,6.273,6.158,5.826,5.178,4.246,3.488,3.482,2.445,1.779,1.122,0.833,0.757,0.363,0.000,0.436,1.099,1.045,1.249,1.434,1.661,0.935,1.216,0.722,2.547,3.055,1.332,2.266,1.084,0.893,1.065,0.805
7.309,8.528,8.016,8.062,6.771,6.454,6.499,6.451,5.897,5.376,4.263,3.460,3.608,2.622,1.972,1.286,1.361,1.248,1.109,0.436,0.000,0.194,0.904,1.300,1.805,1.557,1.264,1.451,1.034,3.077,3.424,1.872,2.731,1.395,0.877,0.840,0.673
6.850,7.960,7.640,7.815,6.919,6.856,7.165,7.150,6.748,6.196,5.094,4.151,4.275,2.940,2.324,1.873,1.017,0.835,0.753,1.099,0.194,0.000,0.452,1.006,0.784,1.064,0.892,1.325,0.887,2.175,2.419,0.809,1.589,0.696,1.250,1.870,1.584
6.510,7.685,7.181,7.131,6.075,6.101,6.731,6.922,6.509,6.555,5.300,4.612,5.423,3.769,3.318,3.131,1.545,1.051,0.702,1.045,0.904,0.452,0.000,0.474,1.134,1.276,0.845,0.788,0.602,1.266,1.447,0.338,0.620,0.585,1.054,1.542,1.512
7.740,8.805,8.213,7.970,7.044,6.954,7.207,7.434,6.895,6.708,5.380,4.598,5.267,3.665,3.447,3.019,1.788,1.479,1.269,1.249,1.300,1.006,0.474,0.000,0.623,1.074,1.002,0.994,1.045,1.076,1.232,0.518,0.499,0.789,1.476,1.401,1.860
