0.000,2.491,3.629,2.659,1.964,1.275,2.535,2.312,3.395,2.468,3.050,1.803,1.480,1.487,1.784,0.743,0.974,1.814,2.988,2.813,2.046,3.306,2.864,4.784,3.737,3.867,3.688,5.167,6.137,4.389,3.970,4.639,4.806,7.080,9.408,7.965,5.974,7.062,6.762,6.726
2.491,0.000,1.654,2.502,1.297,1.774,0.989,0.942,1.850,1.837,2.117,1.461,0.645,1.952,2.163,2.167,2.282,1.915,4.979,5.503,4.569,5.909,5.005,6.817,5.973,5.996,6.423,7.447,7.941,6.095,6.492,7.430,7.165,9.758,11.850,10.873,8.850,9.765,9.594,9.514
3.629,1.654,0.000,1.493,1.407,2.461,1.757,1.407,1.088,3.178,2.383,1.952,1.801,3.945,3.955,3.168,4.752,4.808,6.638,7.041,6.190,7.363,7.156,8.699,7.688,7.428,7.652,9.017,9.439,7.795,7.763,8.557,8.240,11.026,13.320,11.605,9.812,10.727,10.459,10.433
2.659,2.502,1.493,0.000,0.358,1.329,1.029,1.728,1.613,1.951,3.291,1.890,2.104,3.295,2.728,1.532,3.344,3.526,4.311,4.805,3.975,5.224,5.311,6.704,5.656,5.718,5.400,6.789,7.304,5.997,5.744,6.520,6.273,9.177,11.526,9.717,7.803,8.791,8.535,8.420
1.964,1.297,1.407,0.358,0.000,0.543,0.477,1.185,0.829,2.500,3.176,2.011,1.726,3.689,3.400,2.482,4.029,4.164,5.608,6.118,5.204,6.365,6.300,7.743,6.734,6.708,6.656,7.998,8.569,7.030,6.827,7.683,7.413,10.192,12.463,10.787,8.940,9.893,9.557,9.530
1.275,1.774,2.461,1.329,0.543,0.000,0.172,1.050,1.123,1.272,1.853,0.509,0.711,1.931,1.586,1.036,2.253,2.520,3.859,4.275,3.292,4.736,4.468,6.193,4.975,5.263,4.913,6.110,6.865,5.286,5.116,5.981,5.812,8.571,10.844,9.273,7.320,8.303,7.970,7.905
2.535,0.989,1.757,1.029,0.477,0.172,0.000,0.251,1.373,1.429,1.075,0.836,1.162,0.952,0.713,1.218,1.974,1.984,2.843,3.319,2.438,3.806,3.632,5.439,3.996,4.631,3.796,4.869,5.521,4.236,3.989,4.789,4.493,7.359,9.506,7.713,5.743,6.925,6.418,6.278
2.312,0.942,1.407,1.728,1.185,1.050,0.251,0.000,0.616,0.528,1.936,1.146,1.114,1.774,1.072,0.919,2.455,2.397,3.166,3.761,3.064,4.206,4.363,5.872,4.655,5.008,4.358,5.637,6.135,4.898,4.632,5.448,5.098,8.097,10.278,8.369,6.533,7.612,7.106,7.025
3.395,1.850,1.088,1.613,0.829,1.123,1.373,0.616,0.000,1.874,1.091,0.902,0.582,1.110,0.733,1.336,2.360,2.792,1.937,2.283,1.881,3.108,4.000,5.027,4.032,4.676,3.440,4.644,5.219,4.695,3.900,4.502,4.337,7.186,9.339,7.003,5.143,6.552,5.888,5.611
2.468,1.837,3.178,1.951,2.500,1.272,1.429,0.528,1.874,0.000,0.875,1.132,1.088,1.096,0.890,1.030,2.617,1.290,3.315,4.025,3.493,4.319,4.325,5.985,4.742,4.892,4.502,5.841,5.793,4.528,4.608,5.374,4.805,7.935,9.993,8.139,6.388,7.442,6.899,6.887
3.050,2.117,2.383,3.291,3.176,1.853,1.075,1.936,1.091,0.875,0.000,0.998,0.900,0.725,0.981,1.618,1.827,2.228,1.191,1.585,1.286,2.123,3.421,4.167,3.420,3.840,2.750,4.158,4.472,4.094,3.159,3.672,3.516,6.355,8.528,6.107,4.319,5.728,5.076,4.854
1.803,1.461,1.952,1.890,2.011,0.509,0.836,1.146,0.902,1.132,0.998,0.000,0.233,0.718,1.079,0.908,0.996,1.845,2.276,1.627,1.760,3.030,3.608,4.587,4.656,4.742,3.935,5.485,6.171,5.212,4.426,4.803,5.021,7.393,9.650,7.258,5.434,6.990,6.227,6.015
1.480,0.645,1.801,2.104,1.726,0.711,1.162,1.114,0.582,1.088,0.900,0.233,0.000,0.584,1.330,1.960,1.652,2.893,1.501,1.316,1.298,2.254,3.651,3.563,4.190,4.550,3.495,4.740,5.532,5.567,4.261,4.549,5.043,7.196,9.528,6.952,5.120,6.775,6.035,5.640
1.487,1.952,3.945,3.295,3.689,1.931,0.952,1.774,1.110,1.096,0.725,0.718,0.584,0.000,0.379,2.122,0.806,1.936,0.886,0.633,0.471,1.342,2.032,3.283,2.640,2.964,1.882,3.576,4.325,3.493,2.563,2.960,3.218,5.805,8.174,5.906,4.099,5.476,4.900,4.815
1.784,2.163,3.955,2.728,3.400,1.586,0.713,1.072,0.733,0.890,0.981,1.079,1.330,0.379,0.000,1.426,1.361,1.066,1.065,0.901,1.047,0.854,1.634,2.488,2.841,2.577,2.148,4.251,4.897,3.954,2.921,3.194,3.584,5.950,8.348,6.002,4.314,5.778,5.104,5.039
0.743,2.167,3.168,1.532,2.482,1.036,1.218,0.919,1.336,1.030,1.618,0.908,1.960,2.122,1.426,0.000,1.560,2.196,0.410,1.452,1.611,1.914,1.691,2.166,3.364,3.568,3.784,4.806,4.155,3.574,4.069,4.692,4.446,7.137,8.994,7.207,5.401,6.948,6.113,5.967
0.974,2.282,4.752,3.344,4.029,2.253,1.974,2.455,2.360,2.617,1.827,0.996,1.652,0.806,1.361,1.560,0.000,1.225,1.273,0.750,0.874,1.090,1.957,2.549,2.030,2.866,1.689,2.975,2.720,2.266,2.236,3.061,2.617,5.813,7.863,5.726,3.998,5.308,4.579,4.474
1.814,1.915,4.808,3.526,4.164,2.520,1.984,2.397,2.792,1.290,2.228,1.845,2.893,1.936,1.066,2.196,1.225,0.000,1.568,2.635,2.386,1.242,0.841,1.063,1.396,1.187,1.101,2.972,2.780,2.447,1.814,2.448,2.035,4.833,7.022,4.712,3.434,4.677,3.936,3.979
2.988,4.979,6.638,4.311,5.608,3.859,2.843,3.166,1.937,3.315,1.191,2.276,1.501,0.886,1.065,0.410,1.273,1.568,0.000,0.757,1.614,0.852,0.984,1.964,1.689,1.798,1.217,2.743,2.847,1.467,1.519,2.313,2.155,4.919,7.029,5.275,3.578,4.696,4.053,4.128
2.813,5.503,7.041,4.805,6.118,4.275,3.319,3.761,2.283,4.025,1.585,1.627,1.316,0.633,0.901,1.452,0.750,2.635,0.757,0.000,0.382,0.810,0.848,1.058,1.131,1.724,0.658,1.228,1.245,0.796,0.910,1.974,1.568,4.638,6.405,5.106,3.367,4.296,3.653,3.642
2.046,4.569,6.190,3.975,5.204,3.292,2.438,3.064,1.881,3.493,1.286,1.760,1.298,0.471,1.047,1.611,0.874,2.386,1.614,0.382,0.000,0.253,0.988,0.642,1.019,1.806,1.469,1.873,1.133,0.786,1.593,2.707,2.123,5.258,6.866,5.509,3.732,4.928,4.130,4.029
3.306,5.909,7.363,5.224,6.365,4.736,3.806,4.206,3.108,4.319,2.123,3.030,2.254,1.342,0.854,1.914,1.090,1.242,0.852,0.810,0.253,0.000,0.567,1.012,0.772,1.254,0.709,1.496,1.078,0.401,0.469,1.412,1.026,4.074,6.069,4.632,3.049,3.780,3.361,3.491
