pdb_id,seed,is_blind_winner,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode
2B4N,0,False,40,10.071084402222674,11.38025429134635,12.498016543914526,0.051911237574248745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,0.0,0,0,0.3773584905660377,0.12101910828025478,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,133.58,0
2B4N,1,False,40,4.372739262112499,5.3956014249064115,6.072484895666956,0.27466840405014525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8867924528301887,0.8379888268156425,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,132.78,0
2B4N,2,True,40,4.78865058285471,5.975563700576854,6.801082993550343,0.2757913304214453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8113207547169812,0.8662420382165605,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,129.69,0
2B4N,3,False,40,3.1886689881845003,4.601072661247825,5.3897452830980255,0.3665812880417222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.0,0,0,0.8679245283018869,0.8938547486033519,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,125.45,0
2B4N,4,False,40,4.194002960365652,5.785763744829883,6.720262022272339,0.3326718217225696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8679245283018869,0.8715083798882681,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,108.17,0
2B4N,5,False,40,5.001865372899617,6.134740774016438,6.805894141189765,0.27108782308058926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8301886792452831,0.8547486033519553,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,112.92,0
2B4N,6,False,40,4.070008725865381,5.142987039680179,5.876209534600102,0.31117302350010745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.8113207547169812,0.8547486033519553,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,119.3,0
2B4N,7,False,40,5.354274795273825,6.539496406142377,7.2937869142093605,0.2872823575391842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8490566037735849,0.8938547486033519,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,139.25,0
2B4N,8,False,40,9.169737130632672,10.15333968285574,11.15826045320129,0.08512131082119626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0.0,0.0,0,0,0.4716981132075472,0.17197452229299362,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,166.39,0
2B4N,9,False,40,4.34838711183983,5.903423900916325,6.9065354769408405,0.29599125506232066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8113207547169812,0.8044692737430168,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,138.44,0
