0.000,0.204,1.458,1.200,0.608,0.572,0.651,0.614,0.608,0.324,0.659,0.763,0.452,0.631,0.646,0.596,0.843,0.672,0.699,0.366,0.329,0.479,0.306,1.353
0.204,0.000,0.175,1.136,0.780,0.726,0.527,0.393,0.406,0.453,0.480,0.418,0.250,0.562,0.641,0.509,0.680,0.701,0.471,0.464,0.667,0.962,0.881,1.252
1.458,0.175,0.000,0.157,1.115,0.625,0.466,0.326,0.388,0.400,0.272,0.288,0.286,0.754,0.733,0.647,0.753,0.828,0.529,0.663,0.796,1.311,1.278,1.513
1.200,1.136,0.157,0.000,0.144,1.106,0.550,0.653,0.477,0.328,0.472,0.464,0.319,0.660,0.672,0.481,0.777,0.722,0.572,0.578,0.740,1.100,1.027,1.338
0.608,0.780,1.115,0.144,0.000,0.278,1.141,0.927,0.520,0.645,0.562,0.781,0.527,0.820,0.894,0.434,0.717,0.832,0.945,0.652,0.488,0.719,0.497,1.343
0.572,0.726,0.625,1.106,0.278,0.000,0.189,0.685,0.293,0.461,0.631,0.661,0.304,0.438,0.705,0.494,0.747,0.536,0.538,0.612,0.710,0.621,0.627,1.008
0.651,0.527,0.466,0.550,1.141,0.189,0.000,0.205,0.523,0.491,0.375,0.598,0.614,0.436,0.396,0.387,0.635,0.504,0.244,0.446,0.639,0.888,0.825,1.115
0.614,0.393,0.326,0.653,0.927,0.685,0.205,0.000,0.184,1.239,0.455,0.824,0.711,0.480,0.695,0.510,0.479,0.325,0.308,0.414,0.782,1.207,1.227,1.355
0.608,0.406,0.388,0.477,0.520,0.293,0.523,0.184,0.000,0.240,0.212,0.681,0.666,0.749,0.701,0.221,0.497,0.490,0.262,0.205,0.579,0.869,0.781,0.941
0.324,0.453,0.400,0.328,0.645,0.461,0.491,1.239,0.240,0.000,0.221,1.325,1.072,0.717,0.720,0.695,0.870,0.532,0.487,0.495,0.559,0.721,0.667,1.135
0.659,0.480,0.272,0.472,0.562,0.631,0.375,0.455,0.212,0.221,0.000,0.279,1.106,0.836,0.760,0.461,0.556,0.301,0.356,0.475,0.702,0.907,0.738,0.984
0.763,0.418,0.288,0.464,0.781,0.661,0.598,0.824,0.681,1.325,0.279,0.000,0.332,1.239,1.115,1.078,0.920,0.753,0.300,0.448,0.753,1.088,0.957,1.477
0.452,0.250,0.286,0.319,0.527,0.304,0.614,0.711,0.666,1.072,1.106,0.332,0.000,0.206,1.128,1.497,1.637,0.986,0.604,0.251,0.564,0.766,0.837,1.463
0.631,0.562,0.754,0.660,0.820,0.438,0.436,0.480,0.749,0.717,0.836,1.239,0.206,0.000,0.363,1.237,1.097,1.113,0.507,0.493,0.435,0.646,0.655,1.208
0.646,0.641,0.733,0.672,0.894,0.705,0.396,0.695,0.701,0.720,0.760,1.115,1.128,0.363,0.000,0.395,1.278,1.083,0.983,0.813,0.655,0.590,0.527,1.076
0.596,0.509,0.647,0.481,0.434,0.494,0.387,0.510,0.221,0.695,0.461,1.078,1.497,1.237,0.395,0.000,0.184,1.067,0.853,0.955,0.915,1.072,0.983,0.956
0.843,0.680,0.753,0.777,0.717,0.747,0.635,0.479,0.497,0.870,0.556,0.920,1.637,1.097,1.278,0.184,0.000,0.271,1.299,1.331,1.582,1.678,1.368,1.229
0.672,0.701,0.828,0.722,0.832,0.536,0.504,0.325,0.490,0.532,0.301,0.753,0.986,1.113,1.083,1.067,0.271,0.000,0.301,1.694,1.557,1.947,1.371,1.162
0.699,0.471,0.529,0.572,0.945,0.538,0.244,0.308,0.262,0.487,0.356,0.300,0.604,0.507,0.983,0.853,1.299,0.301,0.000,0.234,1.346,1.236,0.771,0.877
0.366,0.464,0.663,0.578,0.652,0.612,0.446,0.414,0.205,0.495,0.475,0.448,0.251,0.493,0.813,0.955,1.331,1.694,0.234,0.000,0.199,0.938,0.817,1.262
0.329,0.667,0.796,0.740,0.488,0.710,0.639,0.782,0.579,0.559,0.702,0.753,0.564,0.435,0.655,0.915,1.582,1.557,1.346,0.199,0.000,0.219,1.082,1.095
0.479,0.962,1.311,1.100,0.719,0.621,0.888,1.207,0.869,0.721,0.907,1.088,0.766,0.646,0.590,1.072,1.678,1.947,1.236,0.938,0.219,0.000,0.210,1.574
0.306,0.881,1.278,1.027,0.497,0.627,0.825,1.227,0.781,0.667,0.738,0.957,0.837,0.655,0.527,0.983,1.368,1.371,0.771,0.817,1.082,0.210,0.000,0.183
1.353,1.252,1.513,1.338,1.343,1.008,1.115,1.355,0.941,1.135,0.984,1.477,1.463,1.208,1.076,0.956,1.229,1.162,0.877,1.262,1.095,1.574,0.183,0.000
