pdb_id,seed,is_blind_winner,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode
2B4N,0,False,40,13.835223924825774,14.157161316876364,14.47117723737463,0.038565812633053954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,0.0,0.0,0,0,0.22641509433962265,0.5,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,136.52,0
2B4N,1,False,40,11.504964891516916,12.373344997376085,13.201075186823704,0.13016751456870249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,0.0,0.0,0,0,0.18867924528301885,0.5588235294117647,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,109.08,0
2B4N,2,False,40,10.861416598883293,12.21180130627785,13.443556472215409,0.07537306093555078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0.0,0.0,0,0,0.39622641509433965,0.4,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,129.89,0
2B4N,3,False,40,13.98549402030475,14.854544249248066,15.541132248848962,0.03951701254778959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,0.0,0.0,0,0,0.2830188679245283,0.6176470588235294,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,132.05,0
2B4N,4,False,40,14.091678807254015,14.484541784554716,14.793292588532035,0.07604726206988902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0.0,0.0,0,0,0.39622641509433965,0.6470588235294118,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,153.36,0
2B4N,5,False,40,15.546146855146137,16.117588576656246,16.62665779035762,0.05224583260738963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,0.0,0.0,0,0,0.24528301886792453,0.2647058823529412,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,131.3,0
2B4N,6,False,40,13.495485836510515,13.645661913809706,13.87111314028016,0.03454102656132458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0.0,0.0,0,0,0.41509433962264153,0.4117647058823529,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,127.05,0
2B4N,7,True,40,9.521196127339566,10.547204698535056,11.365352586008216,0.09197471400582842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,0.0,0,0,0.43396226415094347,0.8235294117647058,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,110.28,0
2B4N,8,False,40,13.054194122899615,14.142603465490527,15.083452457637527,0.067034572393316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,0.0,0.0,0,0,0.33962264150943394,0.45,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,131.0,0
2B4N,9,False,40,15.55293785648987,16.11672843286221,16.628096741437787,0.046606413582143146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,0.0,0.0,0,0,0.2641509433962264,0.5588235294117647,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,138.48,0
