0.000,0.851,1.366,1.677,1.725,2.061,2.496,1.796,2.561,3.264,2.475,2.529,2.961,3.069,3.044,3.484,3.214,3.897,4.027,3.379,3.603,4.656,4.538,4.141,5.542,4.828,5.610,5.448,5.486,7.336,7.306,5.813,6.357,6.703,6.858,6.479,6.806,7.798,7.612,7.923
0.851,0.000,0.596,1.954,1.149,1.804,1.897,1.114,2.080,2.412,2.951,2.608,3.018,2.876,3.478,3.593,3.500,4.150,4.645,3.733,3.888,4.915,4.566,4.824,5.899,5.626,6.305,5.696,5.845,7.217,6.884,5.723,6.281,6.480,6.802,5.974,6.328,7.213,6.999,7.608
1.366,0.596,0.000,0.799,1.960,1.790,1.949,1.186,2.073,2.093,2.196,2.101,1.276,2.370,2.784,2.606,2.320,3.408,3.731,2.845,2.813,3.752,3.977,4.081,5.126,4.827,5.093,4.683,4.787,6.613,6.334,5.197,5.480,5.813,6.024,5.699,5.822,7.021,6.770,7.375
1.677,1.954,0.799,0.000,0.812,1.337,2.186,1.706,1.602,1.359,1.991,1.873,2.294,2.380,2.709,3.116,1.825,3.162,2.863,3.383,2.979,3.048,3.827,4.160,4.525,4.824,5.078,4.587,4.611,6.228,6.023,5.159,5.155,5.202,5.744,5.117,5.291,6.415,6.075,6.905
1.725,1.149,1.960,0.812,0.000,1.089,1.800,2.066,1.310,1.862,2.300,1.862,1.935,1.717,1.658,3.189,1.969,3.181,2.921,2.686,2.966,3.410,3.070,3.219,4.057,3.970,4.502,3.988,3.725,5.575,5.136,4.030,4.438,5.022,5.540,4.638,5.239,5.460,5.344,5.895
2.061,1.804,1.790,1.337,1.089,0.000,0.986,1.867,1.272,1.185,1.556,1.191,1.773,2.337,2.738,3.177,2.245,2.990,2.896,2.803,2.828,3.107,3.515,3.451,4.009,3.557,4.849,4.361,4.401,6.186,5.711,4.634,5.102,5.351,5.630,5.110,5.257,6.141,5.468,6.497
2.496,1.897,1.949,2.186,1.800,0.986,0.000,0.643,1.904,2.009,2.098,1.936,1.705,2.695,2.065,2.241,2.337,2.931,3.224,3.299,3.546,4.345,4.276,4.277,4.766,4.141,5.139,4.739,4.187,6.145,5.903,4.437,4.927,5.111,5.511,5.140,5.318,6.583,6.196,6.810
1.796,1.114,1.186,1.706,2.066,1.867,0.643,0.000,1.255,1.958,1.976,1.654,1.546,2.216,2.143,3.006,2.694,3.381,3.027,3.472,3.718,4.169,4.452,4.191,4.058,3.840,4.386,4.533,4.280,6.273,6.246,4.718,5.483,5.766,5.719,5.626,5.407,6.611,6.520,6.827
2.561,2.080,2.073,1.602,1.310,1.272,1.904,1.255,0.000,1.127,1.532,1.505,1.421,1.656,1.535,2.844,3.001,3.465,3.360,3.101,3.624,3.188,3.218,3.070,3.164,3.393,3.869,3.445,3.652,5.271,5.337,3.840,4.873,5.452,5.314,5.670,5.787,6.515,6.550,6.873
3.264,2.412,2.093,1.359,1.862,1.185,2.009,1.958,1.127,0.000,0.847,2.377,1.019,1.530,1.623,2.078,2.172,2.420,2.469,2.967,3.646,3.782,4.142,4.096,4.341,3.780,4.821,4.901,4.290,6.415,5.847,4.733,5.167,5.368,5.697,5.775,5.930,6.950,6.256,7.027
2.475,2.951,2.196,1.991,2.300,1.556,2.098,1.976,1.532,0.847,0.000,0.821,1.965,1.807,1.508,1.900,1.970,2.706,2.188,2.054,2.451,3.343,3.696,4.085,4.146,3.997,4.460,4.567,4.319,6.593,6.137,4.959,5.503,5.729,5.900,5.817,5.834,6.751,6.428,6.763
2.529,2.608,2.101,1.873,1.862,1.191,1.936,1.654,1.505,2.377,0.821,0.000,0.395,2.024,1.483,2.487,2.288,3.025,2.401,1.426,1.967,2.595,2.602,2.542,3.779,3.378,4.438,4.436,4.183,6.166,5.722,4.598,4.838,5.481,5.376,5.740,5.946,6.808,6.180,6.630
