pdb_id,seed,is_winner,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode
1GCN,0,False,27,2.949844802472553,5.180999230239669,6.537634755757742,0.2757436545235335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9523809523809523,0.68,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,58.45,0
1GCN,1,False,27,2.9746038841040714,5.433316080492197,6.816542919932774,0.2564653511669691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9047619047619048,0.7205882352941176,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,50.52,0
1GCN,2,False,27,3.211450665073441,5.574923654228935,6.955350636953552,0.19968874858134705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9523809523809523,0.6533333333333333,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,51.06,0
1GCN,3,False,27,2.7221859898697836,5.200057431630804,6.569363383893728,0.2986512860124985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.7235294117647059,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,53.14,0
1GCN,4,False,27,3.131401019413635,5.015978935430375,6.1486558745660504,0.25873783353711205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8809523809523809,0.7235294117647059,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,51.53,0
1GCN,5,False,27,2.414365234159171,4.490944158981506,5.60503855336372,0.36855467071246906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.711764705882353,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,57.62,0
1GCN,6,True,27,1.9664125854678283,3.4638956471532505,4.126712859779438,0.37034271903582644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.7294117647058823,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,True,,,,,49.92,0
1GCN,7,False,27,2.7058581752600457,5.003495455891797,6.3319556321327495,0.19406033720636162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.7411764705882353,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,54.92,0
1GCN,8,False,27,3.1430565923355993,5.141465426610424,6.348041173949063,0.2545471651503024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9761904761904762,0.71,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,53.55,0
1GCN,9,False,27,2.954105994668905,5.18652832724561,6.500462314421487,0.26828241305952844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.7147058823529412,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,54.64,0
