0.000,0.619,1.593,1.354,1.311,1.789,1.289,1.681,1.832,2.821,3.172,3.945,4.896,5.331,7.562,7.454,7.825,7.551,8.453,8.141,8.597,8.980,10.150,9.298,10.059,10.629,9.594,10.154,9.675,10.315,11.655,11.828,12.744,11.073,11.302,9.258,8.565
0.619,0.000,0.371,1.077,1.453,1.280,1.586,2.431,2.445,3.370,3.817,4.635,6.039,6.189,8.048,8.120,8.305,8.201,9.004,8.661,9.174,9.345,10.861,10.017,10.611,11.271,10.536,10.916,10.178,10.930,12.429,12.679,13.242,11.667,11.865,9.902,9.271
1.593,0.371,0.000,0.259,1.163,1.131,1.092,1.627,1.871,2.532,2.755,3.227,4.483,4.966,6.487,6.556,6.804,6.790,7.572,7.216,7.698,8.332,9.743,8.965,9.882,10.225,9.486,9.958,9.270,10.112,11.503,11.855,12.517,10.797,10.848,8.546,8.004
1.354,1.077,0.259,0.000,0.464,1.815,2.367,2.732,2.416,3.483,3.666,4.886,6.042,6.629,7.733,8.221,8.373,8.348,9.373,8.891,9.459,9.776,11.167,10.221,10.849,11.406,10.562,11.012,10.457,11.191,12.502,12.789,13.304,11.715,11.879,9.946,9.253
1.311,1.453,1.163,0.464,0.000,0.974,1.193,1.617,1.115,2.099,2.824,3.078,4.126,4.759,5.964,6.091,6.451,6.376,7.131,6.851,7.396,8.222,9.607,8.860,9.886,10.133,9.530,10.021,9.340,10.012,11.352,11.661,12.200,10.377,10.372,8.151,7.477
1.789,1.280,1.131,1.815,0.974,0.000,0.469,0.897,1.221,1.785,2.523,3.072,3.568,4.805,5.145,5.775,6.433,6.202,6.874,6.808,7.247,8.246,9.493,8.587,9.681,10.004,9.529,10.281,9.469,9.721,10.885,11.081,11.400,9.629,9.356,7.502,6.948
1.289,1.586,1.092,2.367,1.193,0.469,0.000,0.140,1.321,0.807,1.168,2.545,3.463,4.274,4.947,5.655,5.772,5.969,6.899,6.459,6.809,7.401,8.722,8.077,9.115,9.594,8.912,9.353,8.893,9.636,10.992,11.347,11.895,10.012,9.802,7.367,6.725
1.681,2.431,1.627,2.732,1.617,0.897,0.140,0.000,0.244,1.221,0.944,1.557,2.694,4.022,4.648,5.120,5.579,5.813,6.318,6.262,6.675,7.318,8.810,8.165,9.170,9.506,9.266,9.681,8.717,9.521,11.128,11.515,11.892,10.054,9.746,7.441,6.827
1.832,2.445,1.871,2.416,1.115,1.221,1.321,0.244,0.000,0.810,1.187,1.269,1.747,2.779,4.217,4.136,5.109,5.131,5.479,5.632,5.717,6.614,8.182,7.464,8.760,8.895,8.643,8.927,7.962,8.587,10.286,10.506,11.057,9.184,9.018,6.905,6.464
2.821,3.370,2.532,3.483,2.099,1.785,0.807,1.221,0.810,0.000,0.478,0.932,1.597,2.802,3.728,4.637,4.979,5.132,5.343,5.426,5.758,6.496,7.853,7.565,8.583,8.916,8.876,9.335,8.388,9.015,10.631,11.008,11.321,9.316,8.850,6.315,5.813
3.172,3.817,2.755,3.666,2.824,2.523,1.168,0.944,1.187,0.478,0.000,0.458,1.370,1.777,2.620,3.142,4.088,3.825,4.111,4.347,4.383,5.179,6.698,6.451,7.676,7.718,7.780,8.406,7.327,7.861,9.601,9.949,10.416,8.525,7.870,5.680,5.185
3.945,4.635,3.227,4.886,3.078,3.072,2.545,1.557,1.269,0.932,0.458,0.000,0.298,1.097,2.084,2.818,4.146,3.547,3.849,4.243,4.777,5.096,6.652,6.360,7.299,7.677,7.627,8.402,7.142,7.805,9.500,9.627,10.135,8.247,7.609,5.726,5.470
4.896,6.039,4.483,6.042,4.126,3.568,3.463,2.694,1.747,1.597,1.370,0.298,0.000,0.228,0.989,2.257,2.863,3.166,3.840,3.796,4.708,4.882,6.396,6.106,6.779,7.171,7.190,7.512,6.493,7.447,9.154,9.391,9.546,7.727,7.335,5.130,4.765
5.331,6.189,4.966,6.629,4.759,4.805,4.274,4.022,2.779,2.802,1.777,1.097,0.228,0.000,0.822,1.223,1.856,2.218,2.597,2.716,3.199,3.892,5.064,4.824,5.859,5.892,6.086,6.613,5.560,6.161,7.918,7.864,8.312,6.457,5.713,3.734,3.493
