0.000,0.674,1.876,1.245,1.680,0.855,1.418,2.331,2.436,1.800,2.698,2.539,3.204,2.525,2.528,2.579,3.387,2.949,3.195,2.686,3.107,3.116,2.646,2.746,1.853,3.319,2.854,3.951
0.674,0.000,0.906,1.203,1.661,1.422,1.159,1.653,1.454,1.083,1.966,2.751,2.437,2.316,1.716,1.784,2.761,2.118,2.497,2.348,2.248,2.376,2.171,3.065,2.263,1.872,2.447,2.943
1.876,0.906,0.000,0.689,2.414,1.990,0.730,1.112,1.734,1.897,2.226,2.641,3.451,3.033,3.248,3.228,4.456,3.708,3.720,3.063,4.094,3.713,2.772,3.136,2.460,3.348,3.737,4.310
1.245,1.203,0.689,0.000,0.606,1.749,1.760,1.697,1.598,1.823,1.989,2.752,2.905,2.756,2.772,2.772,3.481,2.657,2.694,2.543,2.555,2.748,2.262,2.239,2.066,2.407,3.165,3.122
1.680,1.661,2.414,0.606,0.000,0.495,1.806,1.581,1.750,1.281,2.780,3.215,2.335,2.926,3.712,3.099,4.257,3.269,2.856,2.679,2.371,3.094,2.677,2.384,2.401,2.521,3.569,3.596
0.855,1.422,1.990,1.749,0.495,0.000,0.587,1.265,1.336,1.279,1.941,1.658,1.777,1.403,2.171,2.258,3.033,2.309,2.747,2.018,1.724,2.495,1.921,1.995,1.849,2.472,2.586,3.094
1.418,1.159,0.730,1.760,1.806,0.587,0.000,0.552,1.250,0.794,1.383,1.897,1.956,1.700,2.297,1.472,3.073,2.450,2.405,2.608,1.868,1.961,1.223,2.189,2.006,1.295,2.260,2.182
2.331,1.653,1.112,1.697,1.581,1.265,0.552,0.000,0.445,1.412,1.803,1.096,1.586,1.636,2.216,1.617,2.500,2.276,2.448,2.542,1.771,2.210,1.941,2.657,2.144,2.078,2.286,2.583
2.436,1.454,1.734,1.598,1.750,1.336,1.250,0.445,0.000,0.447,2.219,1.136,1.053,1.488,1.627,1.321,1.637,1.881,1.530,2.663,1.873,2.654,2.501,2.857,2.505,2.170,2.768,3.172
1.800,1.083,1.897,1.823,1.281,1.279,0.794,1.412,0.447,0.000,0.665,1.847,1.004,1.127,1.918,1.641,2.252,2.341,2.000,2.477,1.589,1.833,1.524,1.678,2.018,1.516,2.399,2.319
2.698,1.966,2.226,1.989,2.780,1.941,1.383,1.803,2.219,0.665,0.000,0.729,1.033,0.395,1.824,1.828,2.212,1.958,1.145,2.572,1.945,2.664,1.614,2.000,1.891,2.348,3.108,3.488
