0.000,0.145,0.454,0.178,0.041,0.287,0.316,0.259,0.203,0.231,0.193,0.062,0.321,0.047,0.153,0.107,0.123,0.053,0.079,0.080,0.036,0.059,0.048,0.057,0.061,0.068,0.134,0.219
0.145,0.000,0.191,0.248,0.163,0.055,0.042,0.052,0.045,0.061,0.027,0.062,0.128,0.040,0.041,0.095,0.095,0.065,0.076,0.037,0.040,0.094,0.056,0.041,0.045,0.046,0.088,0.170
0.454,0.191,0.000,0.161,0.067,0.616,0.223,0.201,0.316,0.288,0.135,0.063,0.196,0.042,0.182,0.043,0.041,0.047,0.067,0.029,0.034,0.115,0.081,0.038,0.067,0.096,0.055,0.124
0.178,0.248,0.161,0.000,0.066,0.116,0.085,0.063,0.113,0.068,0.066,0.056,0.069,0.059,0.086,0.073,0.109,0.073,0.094,0.109,0.070,0.075,0.066,0.077,0.080,0.095,0.129,0.196
0.041,0.163,0.067,0.066,0.000,0.086,0.136,0.113,0.117,0.049,0.105,0.075,0.064,0.058,0.113,0.089,0.080,0.079,0.108,0.113,0.095,0.113,0.101,0.102,0.115,0.143,0.139,0.174
0.287,0.055,0.616,0.116,0.086,0.000,0.140,0.043,0.035,0.039,0.069,0.064,0.078,0.033,0.030,0.083,0.169,0.036,0.082,0.155,0.068,0.072,0.058,0.084,0.101,0.073,0.147,0.199
0.316,0.042,0.223,0.085,0.136,0.140,0.000,0.058,0.189,0.036,0.047,0.028,0.033,0.035,0.058,0.042,0.090,0.084,0.076,0.064,0.067,0.196,0.106,0.051,0.145,0.144,0.049,0.111
0.259,0.052,0.201,0.063,0.113,0.043,0.058,0.000,0.159,0.056,0.062,0.035,0.039,0.037,0.055,0.055,0.173,0.076,0.083,0.082,0.077,0.219,0.124,0.064,0.181,0.187,0.064,0.101
0.203,0.045,0.316,0.113,0.117,0.035,0.189,0.159,0.000,0.047,0.200,0.043,0.029,0.049,0.080,0.056,0.167,0.045,0.065,0.197,0.069,0.116,0.072,0.101,0.083,0.079,0.167,0.186
0.231,0.061,0.288,0.068,0.049,0.039,0.036,0.056,0.047,0.000,0.122,0.080,0.079,0.020,0.019,0.082,0.251,0.033,0.068,0.184,0.059,0.133,0.068,0.069,0.128,0.080,0.139,0.180
0.193,0.027,0.135,0.066,0.105,0.069,0.047,0.062,0.200,0.122,0.000,0.047,0.131,0.054,0.041,0.024,0.230,0.059,0.046,0.140,0.060,0.197,0.080,0.026,0.138,0.124,0.048,0.111
0.062,0.062,0.063,0.056,0.075,0.064,0.028,0.035,0.043,0.080,0.047,0.000,0.057,0.026,0.048,0.048,0.159,0.050,0.060,0.059,0.093,0.127,0.078,0.078,0.118,0.132,0.089,0.109
0.321,0.128,0.196,0.069,0.064,0.078,0.033,0.039,0.029,0.079,0.131,0.057,0.000,0.063,0.178,0.074,0.456,0.112,0.028,0.321,0.055,0.314,0.152,0.091,0.182,0.129,0.174,0.207
0.047,0.040,0.042,0.059,0.058,0.033,0.035,0.037,0.049,0.020,0.054,0.026,0.063,0.000,0.050,0.078,0.098,0.027,0.049,0.061,0.043,0.027,0.035,0.036,0.066,0.041,0.065,0.110
0.153,0.041,0.182,0.086,0.113,0.030,0.058,0.055,0.080,0.019,0.041,0.048,0.178,0.050,0.000,0.108,0.800,0.075,0.016,0.322,0.072,0.348,0.119,0.031,0.223,0.180,0.087,0.098
0.107,0.095,0.043,0.073,0.089,0.083,0.042,0.055,0.056,0.082,0.024,0.048,0.074,0.078,0.108,0.000,0.082,0.050,0.037,0.120,0.080,0.090,0.068,0.084,0.065,0.086,0.124,0.121
0.123,0.095,0.041,0.109,0.080,0.169,0.090,0.173,0.167,0.251,0.230,0.159,0.456,0.098,0.800,0.082,0.000,0.080,0.115,0.057,0.064,0.085,0.141,0.081,0.087,0.103,0.072,0.153
0.053,0.065,0.047,0.073,0.079,0.036,0.084,0.076,0.045,0.033,0.059,0.050,0.112,0.027,0.075,0.050,0.080,0.000,0.044,0.113,0.045,0.033,0.052,0.026,0.072,0.043,0.031,0.051
0.079,0.076,0.067,0.094,0.108,0.082,0.076,0.083,0.065,0.068,0.046,0.060,0.028,0.049,0.016,0.037,0.115,0.044,0.000,0.044,0.104,0.097,0.074,0.063,0.078,0.074,0.064,0.064
0.080,0.037,0.029,0.109,0.113,0.155,0.064,0.082,0.197,0.184,0.140,0.059,0.321,0.061,0.322,0.120,0.057,0.113,0.044,0.000,0.103,0.128,0.149,0.071,0.069,0.120,0.088,0.108
0.036,0.040,0.034,0.070,0.095,0.068,0.067,0.077,0.069,0.059,0.060,0.093,0.055,0.043,0.072,0.080,0.064,0.045,0.104,0.103,0.000,0.038,0.068,0.050,0.123,0.119,0.144,0.088
0.059,0.094,0.115,0.075,0.113,0.072,0.196,0.219,0.116,0.133,0.197,0.127,0.314,0.027,0.348,0.090,0.085,0.033,0.097,0.128,0.038,0.000,0.055,0.158,0.062,0.027,0.053,0.235
