0.000,0.245,0.263,0.254,0.287,0.105,0.301,0.414,0.207,0.391,0.341,0.323,0.312,0.238,0.165,0.312,0.257,0.251,0.239,0.297,0.156,0.104,0.148,0.252,0.262,0.163,0.117,0.156,0.304,0.242,0.415,0.331,0.222,0.240,0.318,0.285,0.225
0.245,0.000,0.136,0.326,0.140,0.349,0.462,0.253,0.153,0.520,0.398,0.308,0.219,0.302,0.172,0.355,0.246,0.345,0.289,0.282,0.131,0.151,0.227,0.269,0.261,0.193,0.151,0.235,0.422,0.312,0.517,0.429,0.228,0.301,0.239,0.233,0.198
0.263,0.136,0.000,0.126,0.177,0.315,0.420,0.366,0.206,0.620,0.495,0.354,0.254,0.264,0.136,0.331,0.223,0.309,0.347,0.304,0.165,0.215,0.275,0.304,0.303,0.281,0.200,0.254,0.399,0.285,0.468,0.403,0.271,0.319,0.313,0.262,0.223
0.254,0.326,0.126,0.000,0.162,0.270,0.251,0.287,0.158,0.409,0.412,0.236,0.116,0.184,0.163,0.213,0.227,0.288,0.203,0.148,0.111,0.101,0.216,0.158,0.200,0.130,0.113,0.157,0.277,0.214,0.281,0.321,0.136,0.165,0.172,0.149,0.120
0.287,0.140,0.177,0.162,0.000,0.109,0.932,0.502,0.238,0.565,0.494,0.350,0.176,0.231,0.206,0.277,0.245,0.345,0.253,0.241,0.159,0.184,0.253,0.279,0.262,0.231,0.154,0.269,0.386,0.292,0.393,0.376,0.251,0.280,0.258,0.208,0.182
0.105,0.349,0.315,0.270,0.109,0.000,0.104,0.577,0.248,0.515,0.403,0.382,0.433,0.154,0.299,0.224,0.177,0.191,0.276,0.189,0.135,0.128,0.199,0.162,0.202,0.147,0.102,0.081,0.164,0.221,0.184,0.202,0.184,0.186,0.265,0.212,0.165
0.301,0.462,0.420,0.251,0.932,0.104,0.000,0.341,0.493,0.365,0.524,0.224,0.233,0.095,0.228,0.231,0.192,0.218,0.354,0.222,0.123,0.200,0.316,0.165,0.188,0.210,0.160,0.172,0.159,0.184,0.124,0.306,0.155,0.181,0.173,0.118,0.075
0.414,0.253,0.366,0.287,0.502,0.577,0.341,0.000,0.201,0.820,0.599,0.253,0.228,0.347,0.289,0.258,0.233,0.382,0.373,0.226,0.163,0.172,0.427,0.244,0.217,0.211,0.155,0.312,0.336,0.323,0.298,0.381,0.317,0.343,0.252,0.252,0.265
0.207,0.153,0.206,0.158,0.238,0.248,0.493,0.201,0.000,0.172,0.298,0.365,0.431,0.226,0.295,0.198,0.163,0.228,0.330,0.206,0.079,0.090,0.187,0.147,0.126,0.145,0.100,0.125,0.228,0.243,0.218,0.267,0.178,0.195,0.189,0.210,0.186
0.391,0.520,0.620,0.409,0.565,0.515,0.365,0.820,0.172,0.000,0.250,0.457,0.734,0.404,0.533,0.492,0.292,0.291,0.637,0.428,0.165,0.241,0.470,0.208,0.291,0.246,0.167,0.259,0.290,0.463,0.370,0.248,0.305,0.318,0.319,0.305,0.338
0.341,0.398,0.495,0.412,0.494,0.403,0.524,0.599,0.298,0.250,0.000,0.160,0.440,0.481,0.537,0.636,0.380,0.329,0.756,0.484,0.094,0.194,0.514,0.211,0.229,0.189,0.158,0.271,0.289,0.466,0.362,0.209,0.290,0.244,0.279,0.282,0.298
0.323,0.308,0.354,0.236,0.350,0.382,0.224,0.253,0.365,0.457,0.160,0.000,0.246,0.582,0.518,0.329,0.302,0.556,0.425,0.269,0.143,0.224,0.375,0.165,0.225,0.160,0.143,0.210,0.297,0.322,0.291,0.335,0.226,0.276,0.233,0.249,0.228
0.312,0.219,0.254,0.116,0.176,0.433,0.233,0.228,0.431,0.734,0.440,0.246,0.000,0.205,0.538,0.434,0.373,0.461,0.330,0.159,0.247,0.166,0.287,0.139,0.234,0.183,0.161,0.176,0.228,0.309,0.267,0.342,0.270,0.343,0.377,0.417,0.432
0.238,0.302,0.264,0.184,0.231,0.154,0.095,0.347,0.226,0.404,0.481,0.582,0.205,0.000,0.158,0.715,0.261,0.404,0.441,0.426,0.095,0.261,0.355,0.205,0.206,0.237,0.109,0.273,0.279,0.314,0.290,0.231,0.228,0.260,0.205,0.151,0.189
0.165,0.172,0.136,0.163,0.206,0.299,0.228,0.289,0.295,0.533,0.537,0.518,0.538,0.158,0.000,0.323,0.394,0.651,0.372,0.263,0.303,0.254,0.266,0.116,0.322,0.210,0.120,0.134,0.133,0.218,0.159,0.318,0.211,0.270,0.214,0.224,0.240
0.312,0.355,0.331,0.213,0.277,0.224,0.231,0.258,0.198,0.492,0.636,0.329,0.434,0.715,0.323,0.000,0.325,0.959,0.521,0.455,0.162,0.364,0.402,0.237,0.258,0.292,0.195,0.249,0.330,0.363,0.341,0.376,0.330,0.424,0.406,0.386,0.469
0.257,0.246,0.223,0.227,0.245,0.177,0.192,0.233,0.163,0.292,0.380,0.302,0.373,0.261,0.394,0.325,0.000,0.183,0.328,0.283,0.187,0.281,0.414,0.329,0.187,0.301,0.164,0.263,0.303,0.242,0.311,0.215,0.148,0.179,0.143,0.142,0.152
0.251,0.345,0.309,0.288,0.345,0.191,0.218,0.382,0.228,0.291,0.329,0.556,0.461,0.404,0.651,0.959,0.183,0.000,0.244,0.815,0.318,0.465,0.554,0.533,0.295,0.475,0.245,0.467,0.533,0.320,0.479,0.352,0.262,0.288,0.330,0.285,0.368
0.239,0.289,0.347,0.203,0.253,0.276,0.354,0.373,0.330,0.637,0.756,0.425,0.330,0.441,0.372,0.521,0.328,0.244,0.000,0.211,0.413,0.418,0.374,0.264,0.431,0.125,0.204,0.287,0.234,0.288,0.238,0.412,0.243,0.340,0.213,0.244,0.271
