0.000,0.208,0.252,0.407,0.392,0.371,0.687,0.612,0.863,0.485,0.385,0.428,0.968,0.536,0.904,0.572,0.829,0.725,0.672,0.855,0.364,0.513,0.774,0.549,0.673,1.343,0.537,0.509,0.669,0.681,0.687,0.572,0.432,0.848,0.610,0.430,1.028
0.208,0.000,0.178,0.392,0.323,0.222,0.415,0.334,0.661,0.511,0.268,0.382,0.787,0.410,0.942,0.579,0.778,0.668,0.686,0.831,0.324,0.629,0.735,0.544,0.729,1.351,0.597,0.552,0.681,0.601,0.600,0.355,0.233,0.684,0.388,0.474,0.968
0.252,0.178,0.000,0.211,0.497,0.581,0.802,0.677,0.997,0.704,0.573,0.492,1.066,0.441,0.997,0.564,0.790,0.670,0.689,0.831,0.282,0.577,0.744,0.507,0.688,1.289,0.573,0.553,0.651,0.640,0.590,0.405,0.302,0.739,0.526,0.497,1.029
0.407,0.392,0.211,0.000,0.304,0.859,1.018,0.903,0.516,0.654,0.733,0.440,0.985,0.318,0.816,0.286,0.528,0.481,0.311,0.448,0.158,0.286,0.574,0.287,0.425,0.970,0.260,0.276,0.496,0.386,0.319,0.379,0.447,0.681,0.519,0.380,0.876
0.392,0.323,0.497,0.304,0.000,0.100,1.281,0.687,0.658,0.981,0.868,0.541,1.125,0.540,1.048,0.664,0.872,0.715,0.708,0.832,0.456,0.684,0.759,0.578,0.753,1.285,0.606,0.622,0.566,0.744,0.727,0.528,0.221,0.721,0.511,0.620,1.045
0.371,0.222,0.581,0.859,0.100,0.000,0.155,1.105,0.534,0.868,0.826,0.834,1.095,0.771,1.344,0.645,0.912,0.736,0.549,0.852,0.512,0.687,0.813,0.715,0.676,1.105,0.750,0.716,0.831,0.850,0.754,0.660,0.655,1.112,0.866,1.014,1.342
0.687,0.415,0.802,1.018,1.281,0.155,0.000,0.153,0.484,0.342,0.446,0.239,0.733,0.563,0.836,0.264,0.665,0.456,0.329,0.494,0.386,0.342,0.380,0.409,0.295,0.917,0.375,0.452,0.535,0.692,0.623,0.494,0.463,0.898,0.597,0.861,1.073
0.612,0.334,0.677,0.903,0.687,1.105,0.153,0.000,0.211,1.067,0.992,0.612,1.096,0.698,1.107,0.396,0.706,0.691,0.580,0.667,0.589,0.549,0.482,0.450,0.565,1.098,0.547,0.637,0.562,0.724,0.769,0.520,0.311,0.923,0.534,0.882,1.021
0.863,0.661,0.997,0.516,0.658,0.534,0.484,0.211,0.000,0.222,1.243,0.620,0.865,0.729,1.093,0.432,0.526,0.594,0.570,0.589,0.400,0.588,0.675,0.481,0.374,1.029,0.557,0.518,0.468,0.594,0.576,0.361,0.386,0.624,0.368,0.678,0.866
0.485,0.511,0.704,0.654,0.981,0.868,0.342,1.067,0.222,0.000,0.206,0.775,0.629,0.452,0.783,0.364,0.393,0.509,0.554,0.384,0.239,0.404,0.468,0.224,0.256,0.864,0.298,0.329,0.303,0.302,0.434,0.217,0.624,0.611,0.496,0.699,0.827
0.385,0.268,0.573,0.733,0.868,0.826,0.446,0.992,1.243,0.206,0.000,0.223,0.945,1.210,1.046,0.286,0.814,0.639,0.415,0.575,0.707,0.605,0.511,0.562,0.604,0.994,0.614,0.734,0.680,0.996,0.922,0.625,0.515,1.070,0.846,1.314,1.383
0.428,0.382,0.492,0.440,0.541,0.834,0.239,0.612,0.620,0.775,0.223,0.000,0.174,0.672,0.746,0.168,0.343,0.477,0.563,0.465,0.401,0.528,0.475,0.331,0.372,1.017,0.439,0.428,0.316,0.397,0.476,0.355,0.427,0.521,0.284,0.526,0.654
0.968,0.787,1.066,0.985,1.125,1.095,0.733,1.096,0.865,0.629,0.945,0.174,0.000,0.352,1.403,0.448,0.477,0.546,0.656,0.442,0.419,0.717,0.486,0.396,0.434,1.013,0.496,0.591,0.312,0.403,0.573,0.403,0.701,0.788,0.740,1.086,1.146
0.536,0.410,0.441,0.318,0.540,0.771,0.563,0.698,0.729,0.452,1.210,0.672,0.352,0.000,0.145,0.894,0.422,0.317,0.902,0.464,0.145,0.406,0.537,0.252,0.251,0.865,0.228,0.315,0.314,0.481,0.404,0.212,0.635,0.640,0.293,0.681,0.683
0.904,0.942,0.997,0.816,1.048,1.344,0.836,1.107,1.093,0.783,1.046,0.746,1.403,0.145,0.000,0.341,0.675,0.613,0.721,0.519,0.783,0.552,0.390,0.444,0.461,0.996,0.239,0.514,0.397,0.388,0.247,0.518,1.101,0.935,1.115,1.221,1.213
0.572,0.579,0.564,0.286,0.664,0.645,0.264,0.396,0.432,0.364,0.286,0.168,0.448,0.894,0.341,0.000,0.181,0.616,0.794,0.389,0.447,0.500,0.431,0.209,0.245,0.857,0.294,0.259,0.175,0.224,0.404,0.396,0.614,0.452,0.447,0.269,0.257
