0.000,0.112,0.581,1.384,0.331,0.347,0.590,0.743,0.185,0.159,0.194,0.350,0.248,0.372,0.613,0.413,0.609,0.358,0.342,0.781,0.386,0.336,0.437,0.673
0.112,0.000,0.126,0.891,0.182,0.533,0.602,0.504,0.306,0.203,0.409,0.586,0.200,0.553,0.657,0.304,0.378,0.356,0.288,0.533,0.361,0.294,0.265,0.492
0.581,0.126,0.000,0.209,0.804,1.050,0.357,0.196,0.279,0.537,0.260,0.262,0.202,0.514,0.446,0.221,0.364,0.390,0.223,0.512,0.379,0.295,0.220,0.332
1.384,0.891,0.209,0.000,0.323,0.938,0.397,0.725,0.149,0.376,0.504,0.323,0.082,0.309,0.559,0.180,0.280,0.396,0.259,0.315,0.284,0.367,0.205,0.294
0.331,0.182,0.804,0.323,0.000,0.280,0.903,0.558,0.290,0.299,0.331,0.581,0.161,0.471,0.681,0.332,0.219,0.310,0.322,0.348,0.280,0.319,0.229,0.466
0.347,0.533,1.050,0.938,0.280,0.000,0.136,1.230,0.197,0.624,0.341,0.481,0.172,0.315,0.437,0.260,0.322,0.212,0.199,0.323,0.323,0.306,0.282,0.459
0.590,0.602,0.357,0.397,0.903,0.136,0.000,0.145,0.555,0.545,0.454,0.551,0.320,0.424,0.367,0.153,0.350,0.479,0.130,0.216,0.314,0.333,0.131,0.213
0.743,0.504,0.196,0.725,0.558,1.230,0.145,0.000,0.252,1.010,1.078,1.014,0.128,0.408,0.808,0.265,0.228,0.338,0.305,0.352,0.426,0.402,0.428,0.668
0.185,0.306,0.279,0.149,0.290,0.197,0.555,0.252,0.000,0.166,0.193,0.216,0.080,0.349,0.454,0.184,0.220,0.116,0.223,0.294,0.217,0.220,0.143,0.346
0.159,0.203,0.537,0.376,0.299,0.624,0.545,1.010,0.166,0.000,0.193,1.004,0.409,0.557,0.248,0.180,0.366,0.403,0.181,0.285,0.438,0.355,0.256,0.546
0.194,0.409,0.260,0.504,0.331,0.341,0.454,1.078,0.193,0.193,0.000,0.222,0.389,0.463,0.386,0.182,0.530,0.389,0.229,0.590,0.463,0.494,0.403,0.533
0.350,0.586,0.262,0.323,0.581,0.481,0.551,1.014,0.216,1.004,0.222,0.000,0.212,0.784,0.619,0.391,0.338,0.435,0.492,0.254,0.471,0.543,0.323,0.641
0.248,0.200,0.202,0.082,0.161,0.172,0.320,0.128,0.080,0.409,0.389,0.212,0.000,0.156,0.319,0.139,0.408,0.138,0.173,0.396,0.303,0.273,0.196,0.404
0.372,0.553,0.514,0.309,0.471,0.315,0.424,0.408,0.349,0.557,0.463,0.784,0.156,0.000,0.358,0.518,0.398,0.779,0.294,0.400,0.542,0.481,0.183,0.570
0.613,0.657,0.446,0.559,0.681,0.437,0.367,0.808,0.454,0.248,0.386,0.619,0.319,0.358,0.000,0.091,1.391,0.933,0.347,0.676,0.340,0.354,0.332,0.654
0.413,0.304,0.221,0.180,0.332,0.260,0.153,0.265,0.184,0.180,0.182,0.391,0.139,0.518,0.091,0.000,0.313,0.664,0.267,0.641,0.327,0.356,0.187,0.255
0.609,0.378,0.364,0.280,0.219,0.322,0.350,0.228,0.220,0.366,0.530,0.338,0.408,0.398,1.391,0.313,0.000,0.247,0.961,0.715,1.032,0.610,0.777,1.112
0.358,0.356,0.390,0.396,0.310,0.212,0.479,0.338,0.116,0.403,0.389,0.435,0.138,0.779,0.933,0.664,0.247,0.000,0.250,1.176,0.624,0.727,0.360,0.362
0.342,0.288,0.223,0.259,0.322,0.199,0.130,0.305,0.223,0.181,0.229,0.492,0.173,0.294,0.347,0.267,0.961,0.250,0.000,0.235,0.932,0.773,0.128,0.476
0.781,0.533,0.512,0.315,0.348,0.323,0.216,0.352,0.294,0.285,0.590,0.254,0.396,0.400,0.676,0.641,0.715,1.176,0.235,0.000,0.185,0.966,0.226,0.759
0.386,0.361,0.379,0.284,0.280,0.323,0.314,0.426,0.217,0.438,0.463,0.471,0.303,0.542,0.340,0.327,1.032,0.624,0.932,0.185,0.000,0.149,0.723,0.404
0.336,0.294,0.295,0.367,0.319,0.306,0.333,0.402,0.220,0.355,0.494,0.543,0.273,0.481,0.354,0.356,0.610,0.727,0.773,0.966,0.149,0.000,0.161,1.366
0.437,0.265,0.220,0.205,0.229,0.282,0.131,0.428,0.143,0.256,0.403,0.323,0.196,0.183,0.332,0.187,0.777,0.360,0.128,0.226,0.723,0.161,0.000,0.157
0.673,0.492,0.332,0.294,0.466,0.459,0.213,0.668,0.346,0.546,0.533,0.641,0.404,0.570,0.654,0.255,1.112,0.362,0.476,0.759,0.404,1.366,0.157,0.000
