0.000,0.158,1.816,2.067,0.488,1.653,1.362,1.395,0.629,0.407,1.174,0.956,0.328,0.961,0.752,0.283,0.574,0.612,0.723,0.500,0.622,0.328,0.440,1.108
0.158,0.000,0.142,1.351,1.201,1.222,0.979,0.846,0.569,0.327,0.679,0.722,0.197,0.760,0.506,0.245,0.500,0.448,0.545,0.371,0.640,0.399,0.421,1.112
1.816,0.142,0.000,0.144,1.176,1.076,0.409,0.643,0.580,0.677,0.423,0.452,0.485,0.906,0.824,0.657,0.892,0.468,0.621,0.672,0.669,0.609,0.505,1.116
2.067,1.351,0.144,0.000,0.246,1.184,0.500,1.083,0.549,0.704,0.733,0.451,0.189,0.641,0.583,0.334,0.729,0.383,0.463,0.599,0.645,0.415,0.477,0.950
0.488,1.201,1.176,0.246,0.000,0.121,1.750,1.612,0.726,0.555,1.008,0.667,0.172,0.726,0.609,0.507,0.380,0.652,0.523,0.433,0.424,0.310,0.204,0.723
1.653,1.222,1.076,1.184,0.121,0.000,0.177,0.875,0.794,0.301,0.739,0.887,0.375,0.522,0.699,0.669,0.758,0.247,0.694,0.674,0.748,0.431,0.600,1.035
1.362,0.979,0.409,0.500,1.750,0.177,0.000,0.148,0.696,0.707,0.677,0.744,0.574,0.584,0.383,0.545,0.644,0.472,0.394,0.540,0.666,0.368,0.228,1.031
1.395,0.846,0.643,1.083,1.612,0.875,0.148,0.000,0.191,0.642,0.952,0.867,0.476,0.666,0.658,0.422,0.509,0.269,0.287,0.387,0.454,0.475,0.450,1.149
0.629,0.569,0.580,0.549,0.726,0.794,0.696,0.191,0.000,0.167,0.892,0.565,0.793,0.615,0.747,0.582,0.312,0.488,0.204,0.384,0.479,0.283,0.476,0.477
0.407,0.327,0.677,0.704,0.555,0.301,0.707,0.642,0.167,0.000,0.181,1.198,0.620,0.809,0.632,1.056,0.840,0.442,0.684,0.628,0.736,0.508,0.239,1.024
1.174,0.679,0.423,0.733,1.008,0.739,0.677,0.952,0.892,0.181,0.000,0.246,1.033,0.598,0.526,0.802,0.674,0.245,0.372,0.283,0.663,0.352,0.320,0.881
0.956,0.722,0.452,0.451,0.667,0.887,0.744,0.867,0.565,1.198,0.246,0.000,0.175,0.735,0.886,0.909,0.933,0.656,0.468,0.326,0.468,0.506,0.769,1.074
0.328,0.197,0.485,0.189,0.172,0.375,0.574,0.476,0.793,0.620,1.033,0.175,0.000,0.205,0.986,0.739,0.653,0.763,0.509,0.629,0.479,0.477,0.800,0.912
0.961,0.760,0.906,0.641,0.726,0.522,0.584,0.666,0.615,0.809,0.598,0.735,0.205,0.000,0.228,0.912,0.885,0.771,0.232,0.906,0.397,0.509,0.667,1.003
0.752,0.506,0.824,0.583,0.609,0.699,0.383,0.658,0.747,0.632,0.526,0.886,0.986,0.228,0.000,0.199,1.394,0.767,0.625,0.622,0.452,0.270,0.425,0.590
0.283,0.245,0.657,0.334,0.507,0.669,0.545,0.422,0.582,1.056,0.802,0.909,0.739,0.912,0.199,0.000,0.250,1.115,0.743,0.829,0.513,0.514,0.730,0.573
0.574,0.500,0.892,0.729,0.380,0.758,0.644,0.509,0.312,0.840,0.674,0.933,0.653,0.885,1.394,0.250,0.000,0.196,1.420,0.919,1.180,0.776,1.223,0.678
0.612,0.448,0.468,0.383,0.652,0.247,0.472,0.269,0.488,0.442,0.245,0.656,0.763,0.771,0.767,1.115,0.196,0.000,0.152,1.082,1.541,1.085,1.316,1.550
0.723,0.545,0.621,0.463,0.523,0.694,0.394,0.287,0.204,0.684,0.372,0.468,0.509,0.232,0.625,0.743,1.420,0.152,0.000,0.170,1.264,0.583,1.458,1.216
0.500,0.371,0.672,0.599,0.433,0.674,0.540,0.387,0.384,0.628,0.283,0.326,0.629,0.906,0.622,0.829,0.919,1.082,0.170,0.000,0.142,0.863,0.630,0.932
0.622,0.640,0.669,0.645,0.424,0.748,0.666,0.454,0.479,0.736,0.663,0.468,0.479,0.397,0.452,0.513,1.180,1.541,1.264,0.142,0.000,0.290,1.193,0.683
0.328,0.399,0.609,0.415,0.310,0.431,0.368,0.475,0.283,0.508,0.352,0.506,0.477,0.509,0.270,0.514,0.776,1.085,0.583,0.863,0.290,0.000,0.146,1.328
0.440,0.421,0.505,0.477,0.204,0.600,0.228,0.450,0.476,0.239,0.320,0.769,0.800,0.667,0.425,0.730,1.223,1.316,1.458,0.630,1.193,0.146,0.000,0.278
1.108,1.112,1.116,0.950,0.723,1.035,1.031,1.149,0.477,1.024,0.881,1.074,0.912,1.003,0.590,0.573,0.678,1.550,1.216,0.932,0.683,1.328,0.278,0.000
